Power Units_Bus Number,MW_15810,MVAr_15810,MW_15811,MVAr_15811,MW_15812,MVAr_15812,MW_15813,MVAr_15813,MW_15814,MVAr_15814,MW_15815,MVAr_15815,MW_15821,MVAr_15821,MW_15822,MVAr_15822,MW_15823,MVAr_15823,MW_15825,MVAr_15825,MW_15840,MVAr_15840,MW_15841,MVAr_15841,MW_158308,MVAr_158308,MW_158311,MVAr_158311,MW_158800,MVAr_158800
2024-04-29 06:30:00,2.29,-0.29,2.91,-0.50,6.10,-0.80,2.91,-0.50,2.29,-0.29,3.05,-0.40,2.42,0.00,1.76,-0.02,1.76,-0.02,2.42,0.00,2.33,-0.25,4.71,1.38,21.34,-4.50,21.34,-4.50,3.78,0.00
2024-04-29 07:00:00,2.58,-0.19,3.44,-0.33,7.24,-0.21,3.44,-0.33,2.58,-0.19,3.62,-0.10,2.86,0.26,2.07,0.03,2.07,0.03,2.86,0.26,2.51,-0.25,5.25,1.53,24.09,-3.32,24.09,-3.32,4.10,0.00
2024-04-29 07:30:00,2.84,-0.08,3.93,-0.14,8.47,0.50,3.93,-0.14,2.84,-0.08,4.24,0.25,3.26,0.38,2.36,0.04,2.36,0.04,3.26,0.38,2.75,-0.23,5.95,1.74,26.41,-2.21,26.41,-2.21,4.34,0.00
2024-04-29 08:00:00,3.30,0.18,4.28,0.06,9.73,0.85,4.28,0.06,3.30,0.18,4.86,0.42,3.60,0.52,2.37,0.05,2.37,0.05,3.60,0.52,3.03,-0.23,6.93,2.02,29.26,-0.55,29.26,-0.55,4.53,0.67
2024-04-29 08:30:00,3.68,0.41,4.71,0.21,10.48,1.20,4.71,0.21,3.68,0.41,5.24,0.60,3.88,0.63,2.80,0.04,2.80,0.04,3.88,0.63,3.37,0.18,7.16,2.09,31.61,0.72,31.61,0.72,5.07,0.00
2024-04-29 09:00:00,4.19,0.60,4.85,0.28,10.78,1.74,4.85,0.28,4.19,0.60,5.39,0.87,4.02,0.75,3.32,0.02,3.32,0.02,4.02,0.75,3.64,0.26,7.56,2.20,32.98,1.46,32.98,1.46,5.38,0.00
2024-04-29 09:30:00,4.38,0.70,4.84,0.28,10.73,1.84,4.84,0.28,4.38,0.70,5.36,0.92,4.16,0.82,3.71,0.01,3.71,0.01,4.16,0.82,3.96,0.29,7.42,2.16,33.12,1.52,33.12,1.52,5.77,0.83
2024-04-29 10:00:00,4.47,0.66,4.85,0.31,11.07,1.86,4.85,0.31,4.47,0.66,5.54,0.93,4.16,0.75,3.52,0.00,3.52,0.00,4.16,0.75,3.92,0.29,7.07,2.06,33.01,1.50,33.01,1.50,5.83,0.83
2024-04-29 10:30:00,4.32,0.66,4.80,0.23,10.55,1.50,4.80,0.23,4.32,0.66,5.28,0.75,4.26,0.80,3.74,0.01,3.74,0.01,4.26,0.80,3.92,0.27,7.64,2.23,33.58,1.63,33.58,1.63,6.07,0.90
2024-04-29 11:00:00,4.20,0.59,4.82,0.22,10.71,1.64,4.82,0.22,4.20,0.59,5.36,0.82,4.25,0.80,3.83,0.01,3.83,0.01,4.25,0.80,4.00,0.31,7.01,2.04,31.99,1.36,31.99,1.36,6.27,0.96
2024-04-29 11:30:00,4.07,0.61,4.86,0.25,10.19,1.64,4.86,0.25,4.07,0.61,5.09,0.82,4.31,0.86,3.29,0.03,3.29,0.03,4.31,0.86,3.98,0.31,7.03,2.05,32.30,1.72,32.30,1.72,6.27,0.96
2024-04-29 12:00:00,3.93,0.62,4.87,0.27,10.40,1.75,4.87,0.27,3.93,0.62,5.20,0.88,4.24,0.89,3.49,0.02,3.49,0.02,4.24,0.89,3.97,0.26,7.59,2.21,33.46,1.80,33.46,1.80,6.27,0.89
2024-04-29 12:30:00,3.75,0.57,4.98,0.22,11.20,1.84,4.98,0.22,3.75,0.57,5.60,0.92,4.30,0.87,3.71,0.01,3.71,0.01,4.30,0.87,3.89,0.26,7.26,2.12,32.58,1.37,32.58,1.37,6.27,0.89
2024-04-29 13:00:00,4.05,0.63,5.04,0.26,11.62,1.88,5.04,0.26,4.05,0.63,5.81,0.94,4.18,0.78,3.08,0.04,3.08,0.04,4.18,0.78,3.75,0.29,6.32,1.84,30.55,0.75,30.55,0.75,6.19,0.96
2024-04-29 13:30:00,3.91,0.59,4.83,0.25,10.22,1.63,4.83,0.25,3.91,0.59,5.11,0.82,3.84,0.68,3.10,0.03,3.10,0.03,3.84,0.68,3.85,0.29,6.34,1.85,31.76,0.92,31.76,0.92,6.32,0.96
2024-04-29 14:00:00,3.98,0.54,4.79,0.26,9.99,1.38,4.79,0.26,3.98,0.54,5.00,0.69,3.91,0.78,3.65,0.01,3.65,0.01,3.91,0.78,3.92,0.31,6.83,1.99,31.59,0.99,31.59,0.99,6.32,0.96
2024-04-29 14:30:00,4.05,0.54,4.88,0.28,10.30,1.57,4.88,0.28,4.05,0.54,5.15,0.78,3.88,0.75,3.34,0.03,3.34,0.03,3.88,0.75,3.75,0.26,6.39,1.86,29.23,0.40,29.23,0.40,5.86,0.84
2024-04-29 15:00:00,3.90,0.58,4.82,0.30,10.53,1.90,4.82,0.30,3.90,0.58,5.26,0.95,3.80,0.70,2.36,0.06,2.36,0.06,3.80,0.70,3.81,0.28,6.97,2.03,28.65,0.06,28.65,0.06,5.39,0.84
2024-04-29 15:30:00,3.99,0.55,4.67,0.24,10.13,1.74,4.67,0.24,3.99,0.55,5.06,0.87,3.83,0.70,2.20,0.07,2.20,0.07,3.83,0.70,3.65,0.25,7.06,2.06,28.20,-0.71,28.20,-0.71,5.72,0.84
2024-04-29 16:00:00,3.62,0.17,4.49,0.04,9.90,1.59,4.49,0.04,3.62,0.17,4.95,0.80,3.68,0.62,2.26,0.06,2.26,0.06,3.68,0.62,3.55,0.23,7.10,2.07,28.54,-1.14,28.54,-1.14,5.72,0.73
