Power Units_Bus Number,MW_15810,MVAr_15810,MW_15811,MVAr_15811,MW_15812,MVAr_15812,MW_15813,MVAr_15813,MW_15814,MVAr_15814,MW_15815,MVAr_15815,MW_15821,MVAr_15821,MW_15822,MVAr_15822,MW_15823,MVAr_15823,MW_15825,MVAr_15825,MW_15840,MVAr_15840,MW_15841,MVAr_15841,MW_158308,MVAr_158308,MW_158311,MVAr_158311,MW_158800,MVAr_158800
2024-07-11 00:30:00,2.14,-0.34,2.69,-0.56,5.76,-0.56,2.69,-0.56,2.14,-0.34,2.88,-0.28,1.57,0.26,1.03,0.17,1.03,0.17,1.57,0.26,1.60,-0.33,4.45,1.30,15.09,-6.81,15.09,-6.81,2.93,0.00
2024-07-11 01:00:00,2.16,-0.31,2.51,-0.62,5.40,-0.61,2.51,-0.62,2.16,-0.31,2.70,-0.30,1.56,0.26,0.96,0.17,0.96,0.17,1.56,0.26,1.54,-0.36,4.46,1.30,14.74,-6.97,14.74,-6.97,2.98,0.00
2024-07-11 01:30:00,2.11,-0.32,2.42,-0.62,5.25,-0.61,2.42,-0.62,2.11,-0.32,2.62,-0.30,1.49,0.22,0.92,0.06,0.92,0.06,1.49,0.22,1.54,-0.36,4.45,1.30,14.39,-7.13,14.39,-7.13,2.98,-0.67
2024-07-11 02:00:00,2.04,-0.34,2.38,-0.59,4.97,-0.61,2.38,-0.59,2.04,-0.34,2.48,-0.30,1.45,0.16,0.89,0.17,0.89,0.17,1.45,0.16,1.54,-0.36,4.25,1.24,14.33,-7.19,14.33,-7.19,2.98,0.00
2024-07-11 02:30:00,2.01,-0.34,2.40,-0.60,4.92,-0.61,2.40,-0.60,2.01,-0.34,2.46,-0.30,1.45,0.14,0.93,0.19,0.93,0.19,1.45,0.14,1.51,-0.34,4.18,1.22,14.14,-7.22,14.14,-7.22,2.98,0.00
2024-07-11 03:00:00,2.02,-0.32,2.32,-0.60,4.83,-0.61,2.32,-0.60,2.02,-0.32,2.42,-0.30,1.42,0.18,0.91,0.17,0.91,0.17,1.42,0.18,1.51,-0.34,4.01,1.17,13.75,-7.27,13.75,-7.27,2.76,0.00
2024-07-11 03:30:00,1.97,-0.31,2.28,-0.62,4.65,-0.58,2.28,-0.62,1.97,-0.31,2.32,-0.29,1.39,0.20,0.91,0.20,0.91,0.20,1.39,0.20,1.51,-0.34,3.84,1.12,13.73,-7.19,13.73,-7.19,2.92,-0.67
2024-07-11 04:00:00,1.86,-0.33,2.28,-0.60,4.58,-0.58,2.28,-0.60,1.86,-0.33,2.29,-0.29,1.36,0.20,1.00,-0.04,1.00,-0.04,1.36,0.20,1.55,-0.34,3.68,1.07,15.00,-6.93,15.00,-6.93,2.85,-0.67
2024-07-11 04:30:00,1.77,-0.34,2.23,-0.60,4.63,-0.64,2.23,-0.60,1.77,-0.34,2.32,-0.32,1.36,0.18,1.79,-0.02,1.79,-0.02,1.36,0.18,1.69,-0.30,3.88,1.13,16.93,-6.28,16.93,-6.28,3.06,0.00
2024-07-11 05:00:00,1.80,-0.34,2.16,-0.60,4.58,-0.69,2.16,-0.60,1.80,-0.34,2.29,-0.34,1.44,0.20,2.69,-0.06,2.69,-0.06,1.44,0.20,1.64,-0.30,3.81,1.11,15.83,-6.59,15.83,-6.59,2.97,0.00
2024-07-11 05:30:00,1.77,-0.34,2.16,-0.59,4.70,-0.44,2.16,-0.59,1.77,-0.34,2.35,-0.22,1.60,0.23,2.04,-0.02,2.04,-0.02,1.60,0.23,1.64,-0.30,3.69,1.08,16.74,-6.32,16.74,-6.32,2.92,0.00
2024-07-11 06:00:00,1.82,-0.29,2.24,-0.56,5.30,-0.44,2.24,-0.56,1.82,-0.29,2.65,-0.22,1.58,0.25,2.36,-0.04,2.36,-0.04,1.58,0.25,1.70,-0.30,3.69,1.08,16.98,-6.15,16.98,-6.15,2.92,0.00
2024-07-11 06:30:00,2.03,-0.21,2.44,-0.52,6.24,-0.16,2.44,-0.52,2.03,-0.21,3.12,-0.08,1.58,0.25,2.03,-0.03,2.03,-0.03,1.58,0.25,2.04,-0.25,4.11,1.20,18.88,-5.17,18.88,-5.17,3.17,0.00
2024-07-11 07:00:00,2.36,-0.10,2.78,-0.39,7.23,0.62,2.78,-0.39,2.36,-0.10,3.62,0.31,1.84,0.34,2.08,-0.02,2.08,-0.02,1.84,0.34,2.28,-0.22,4.54,1.32,21.12,-3.99,21.12,-3.99,3.72,0.00
2024-07-11 07:30:00,2.76,0.26,3.22,-0.24,7.52,0.77,3.22,-0.24,2.76,0.26,3.76,0.38,2.00,0.42,2.36,-0.01,2.36,-0.01,2.00,0.42,2.63,0.00,5.20,1.52,24.66,-2.47,24.66,-2.47,4.14,0.00
2024-07-11 08:00:00,3.16,0.42,3.52,-0.20,8.08,0.97,3.52,-0.20,3.16,0.42,4.04,0.48,2.14,0.47,3.34,-0.03,3.34,-0.03,2.14,0.47,2.82,0.00,5.94,1.73,25.71,-1.63,25.71,-1.63,4.37,0.00
2024-07-11 08:30:00,3.53,0.54,3.77,-0.12,8.83,1.24,3.77,-0.12,3.53,0.54,4.42,0.62,2.30,0.64,3.01,-0.01,3.01,-0.01,2.30,0.64,3.16,0.22,6.40,1.86,26.72,-1.00,26.72,-1.00,4.68,0.00
2024-07-11 09:00:00,4.04,0.74,3.90,0.03,9.04,1.52,3.90,0.03,4.04,0.74,4.52,0.76,2.42,0.69,2.88,-0.01,2.88,-0.01,2.42,0.69,3.22,0.22,6.41,1.87,26.74,-0.74,26.74,-0.74,4.87,0.00
2024-07-11 09:30:00,4.22,0.84,3.84,0.18,9.66,1.86,3.84,0.18,4.22,0.84,4.83,0.93,2.46,0.74,2.58,0.01,2.58,0.01,2.46,0.74,3.28,0.22,6.70,1.95,26.35,-0.86,26.35,-0.86,5.02,0.00
2024-07-11 10:00:00,4.20,0.82,3.95,0.20,8.85,1.94,3.95,0.20,4.20,0.82,4.43,0.97,2.49,0.80,2.40,0.02,2.40,0.02,2.49,0.80,3.39,0.22,6.55,1.91,27.35,-0.75,27.35,-0.75,5.25,0.67
2024-07-11 10:30:00,3.80,0.60,4.04,0.20,8.99,1.46,4.04,0.20,3.80,0.60,4.50,0.73,2.49,0.78,3.04,-0.01,3.04,-0.01,2.49,0.78,3.37,0.22,6.66,1.94,27.43,-0.77,27.43,-0.77,5.31,0.67
2024-07-11 11:00:00,3.83,0.60,4.03,0.18,8.84,1.63,4.03,0.18,3.83,0.60,4.42,0.82,2.52,0.70,3.06,-0.02,3.06,-0.02,2.52,0.70,3.42,0.24,6.59,1.92,27.41,-0.43,27.41,-0.43,5.40,0.67
2024-07-11 11:30:00,4.30,0.79,4.16,0.25,8.96,1.77,4.16,0.25,4.30,0.79,4.48,0.88,2.51,0.78,2.71,0.01,2.71,0.01,2.51,0.78,3.51,0.24,6.74,1.97,27.34,-0.29,27.34,-0.29,5.55,0.67
2024-07-11 12:00:00,4.05,0.74,4.19,0.24,9.07,1.81,4.19,0.24,4.05,0.74,4.54,0.90,2.51,0.81,2.68,0.02,2.68,0.02,2.51,0.81,3.44,0.24,6.67,1.95,27.61,-0.28,27.61,-0.28,5.40,0.67
2024-07-11 12:30:00,3.94,0.74,4.27,0.23,9.18,1.71,4.27,0.23,3.94,0.74,4.59,0.86,2.54,0.82,2.83,0.01,2.83,0.01,2.54,0.82,3.50,0.27,6.46,1.88,26.58,-1.02,26.58,-1.02,5.47,0.67
2024-07-11 13:00:00,3.97,0.50,4.30,0.21,8.79,1.60,4.30,0.21,3.97,0.50,4.40,0.80,2.47,0.75,2.41,0.04,2.41,0.04,2.47,0.75,3.54,0.26,6.70,1.95,26.65,-1.33,26.65,-1.33,5.42,0.67
2024-07-11 13:30:00,3.85,0.29,4.30,0.24,8.44,1.43,4.30,0.24,3.85,0.29,4.22,0.72,2.38,0.62,2.62,0.03,2.62,0.03,2.38,0.62,3.46,0.24,6.82,1.99,26.50,-1.42,26.50,-1.42,5.42,0.67
2024-07-11 14:00:00,3.76,0.24,4.18,0.20,8.30,1.43,4.18,0.20,3.76,0.24,4.15,0.72,2.43,0.72,2.62,0.02,2.62,0.02,2.43,0.72,3.40,0.24,6.58,1.92,25.26,-1.80,25.26,-1.80,5.35,0.67
2024-07-11 14:30:00,3.58,0.19,4.18,0.20,8.17,1.45,4.18,0.20,3.58,0.19,4.08,0.72,2.42,0.68,2.18,0.04,2.18,0.04,2.42,0.68,3.32,0.24,7.18,2.10,25.17,-1.75,25.17,-1.75,5.35,0.67
2024-07-11 15:00:00,3.56,0.24,4.09,0.20,7.82,1.39,4.09,0.20,3.56,0.24,3.91,0.70,2.42,0.72,2.11,0.04,2.11,0.04,2.42,0.72,3.34,0.24,6.73,1.96,24.61,-1.90,24.61,-1.90,5.48,0.67
2024-07-11 15:30:00,3.50,0.24,3.97,0.19,8.38,1.56,3.97,0.19,3.50,0.24,4.19,0.78,2.34,0.69,1.91,0.05,1.91,0.05,2.34,0.69,3.25,0.24,6.57,1.92,23.97,-2.11,23.97,-2.11,5.42,0.67
2024-07-11 16:00:00,3.34,0.20,3.94,-0.09,8.24,1.56,3.94,-0.09,3.34,0.20,4.12,0.78,2.26,0.71,1.81,0.04,1.81,0.04,2.26,0.71,3.30,0.24,6.61,1.93,24.19,-2.79,24.19,-2.79,5.42,0.67
2024-07-11 16:30:00,3.28,0.12,4.03,-0.09,8.65,1.15,4.03,-0.09,3.28,0.12,4.32,0.58,2.18,0.60,1.83,0.04,1.83,0.04,2.18,0.60,3.23,0.00,5.73,1.67,23.75,-3.84,23.75,-3.84,5.21,0.67
2024-07-11 17:00:00,3.20,-0.14,4.16,-0.18,9.25,1.10,4.16,-0.18,3.20,-0.14,4.62,0.55,2.09,0.41,1.74,0.05,1.74,0.05,2.09,0.41,2.95,-0.24,5.62,1.64,23.22,-4.29,23.22,-4.29,4.50,0.00
2024-07-11 17:30:00,2.98,-0.22,4.38,-0.18,9.21,0.91,4.38,-0.18,2.98,-0.22,4.60,0.46,2.09,0.36,1.71,0.05,1.71,0.05,2.09,0.36,2.84,-0.24,5.24,1.53,22.84,-4.53,22.84,-4.53,4.79,0.67
2024-07-11 18:00:00,3.00,-0.22,4.31,-0.26,9.37,0.84,4.31,-0.26,3.00,-0.22,4.68,0.42,1.97,0.34,1.61,0.02,1.61,0.02,1.97,0.34,2.69,-0.24,5.04,1.47,22.34,-4.86,22.34,-4.86,4.40,0.00
2024-07-11 18:30:00,2.98,-0.22,4.23,-0.32,9.45,0.75,4.23,-0.32,2.98,-0.22,4.72,0.38,1.96,0.31,1.53,0.02,1.53,0.02,1.96,0.31,2.75,-0.24,4.77,1.39,21.82,-5.33,21.82,-5.33,4.40,0.00
2024-07-11 19:00:00,2.84,-0.24,4.22,-0.34,9.21,0.46,4.22,-0.34,2.84,-0.24,4.60,0.23,1.96,0.31,1.49,0.01,1.49,0.01,1.96,0.31,2.67,-0.28,5.47,1.60,21.94,-5.17,21.94,-5.17,4.18,0.00
2024-07-11 19:30:00,2.90,-0.27,4.20,-0.40,9.21,0.56,4.20,-0.40,2.90,-0.27,4.60,0.28,1.96,0.29,1.44,-0.01,1.44,-0.01,1.96,0.29,2.57,-0.23,5.41,1.58,21.74,-5.01,21.74,-5.01,3.56,0.00
2024-07-11 20:00:00,3.18,-0.22,4.13,-0.36,9.03,0.53,4.13,-0.36,3.18,-0.22,4.52,0.26,1.96,0.30,1.43,0.02,1.43,0.02,1.96,0.30,2.55,-0.23,5.46,1.59,21.24,-5.17,21.24,-5.17,3.36,0.00
2024-07-11 20:30:00,3.06,-0.22,3.99,-0.41,9.06,0.53,3.99,-0.41,3.06,-0.22,4.53,0.26,1.92,0.30,1.39,0.00,1.39,0.00,1.92,0.30,2.61,-0.23,5.33,1.56,20.76,-5.39,20.76,-5.39,3.41,0.00
2024-07-11 21:00:00,3.02,-0.22,3.94,-0.46,8.87,0.53,3.94,-0.46,3.02,-0.22,4.44,0.26,1.86,0.30,1.31,0.07,1.31,0.07,1.86,0.30,2.53,-0.23,5.29,1.54,20.38,-5.38,20.38,-5.38,3.21,0.00
2024-07-11 21:30:00,2.89,-0.24,3.82,-0.46,8.58,0.51,3.82,-0.46,2.89,-0.24,4.29,0.26,1.90,0.42,1.31,0.07,1.31,0.07,1.90,0.42,2.41,-0.27,5.20,1.52,19.88,-5.58,19.88,-5.58,3.08,0.00
2024-07-11 22:00:00,2.92,-0.24,3.67,-0.50,8.24,0.51,3.67,-0.50,2.92,-0.24,4.12,0.26,1.86,0.45,1.27,0.18,1.27,0.18,1.86,0.45,2.31,-0.29,5.29,1.54,19.35,-5.98,19.35,-5.98,2.94,0.00
2024-07-11 22:30:00,2.88,-0.29,3.56,-0.55,7.94,-0.08,3.56,-0.55,2.88,-0.29,3.97,-0.04,1.78,0.38,1.22,0.21,1.22,0.21,1.78,0.38,2.10,-0.31,5.19,1.52,18.25,-6.31,18.25,-6.31,2.78,0.00
2024-07-11 23:00:00,2.67,-0.28,3.34,-0.54,7.30,-0.59,3.34,-0.54,2.67,-0.28,3.65,-0.29,1.68,0.29,1.16,0.19,1.16,0.19,1.68,0.29,1.96,-0.31,4.95,1.44,16.87,-6.59,16.87,-6.59,2.57,-0.67
2024-07-11 23:30:00,2.34,-0.32,3.04,-0.54,6.70,-0.64,3.04,-0.54,2.34,-0.32,3.35,-0.32,1.60,0.29,1.10,0.26,1.10,0.26,1.60,0.29,1.76,-0.31,4.84,1.41,15.75,-6.74,15.75,-6.74,2.37,-0.67
2024-07-12 00:00:00,2.16,-0.32,2.76,-0.57,6.15,-0.64,2.76,-0.57,2.16,-0.32,3.08,-0.32,1.52,0.29,1.02,0.06,1.02,0.06,1.52,0.29,1.69,-0.33,4.71,1.37,15.11,-6.92,15.11,-6.92,2.37,-0.67
2024-07-12 00:30:00,2.20,-0.29,2.64,-0.58,5.68,-0.64,2.64,-0.58,2.20,-0.29,2.84,-0.32,1.49,0.29,0.94,0.22,0.94,0.22,1.49,0.29,1.61,-0.33,4.38,1.28,14.20,-7.10,14.20,-7.10,2.37,-0.67
2024-07-12 01:00:00,1.98,-0.34,2.48,-0.60,5.38,-0.64,2.48,-0.60,1.98,-0.34,2.69,-0.32,1.40,0.24,0.88,0.20,0.88,0.20,1.40,0.24,1.56,-0.33,4.22,1.23,13.81,-7.17,13.81,-7.17,2.37,-0.67
2024-07-12 01:30:00,1.94,-0.34,2.42,-0.60,5.10,-0.64,2.42,-0.60,1.94,-0.34,2.55,-0.32,1.38,0.25,0.85,0.06,0.85,0.06,1.38,0.25,1.56,-0.33,4.17,1.22,13.68,-7.31,13.68,-7.31,2.10,-0.67
2024-07-12 02:00:00,2.12,-0.31,2.40,-0.60,4.89,-0.63,2.40,-0.60,2.12,-0.31,2.44,-0.32,1.42,0.20,0.82,0.06,0.82,0.06,1.42,0.20,1.52,-0.33,4.22,1.23,13.64,-7.28,13.64,-7.28,2.00,-0.67
2024-07-12 02:30:00,2.10,-0.29,2.38,-0.60,4.84,-0.63,2.38,-0.60,2.10,-0.29,2.42,-0.32,1.40,0.20,0.85,0.18,0.85,0.18,1.40,0.20,1.52,-0.35,4.20,1.23,13.29,-7.24,13.29,-7.24,2.00,-0.67
2024-07-12 03:00:00,1.86,-0.33,2.30,-0.60,4.79,-0.63,2.30,-0.60,1.86,-0.33,2.40,-0.32,1.38,0.28,0.87,0.18,0.87,0.18,1.38,0.28,1.52,-0.35,4.07,1.19,12.85,-7.39,12.85,-7.39,2.00,-0.67
2024-07-12 03:30:00,1.71,-0.34,2.26,-0.62,4.61,-0.63,2.26,-0.62,1.71,-0.34,2.30,-0.32,1.35,0.25,0.83,0.17,0.83,0.17,1.35,0.25,1.52,-0.35,3.89,1.14,12.97,-7.33,12.97,-7.33,2.00,-0.67
2024-07-12 04:00:00,1.69,-0.34,2.29,-0.60,4.54,-0.63,2.29,-0.60,1.69,-0.34,2.27,-0.32,1.28,0.22,1.00,-0.08,1.00,-0.08,1.28,0.22,1.52,-0.35,3.58,1.04,14.06,-7.06,14.06,-7.06,2.00,-0.67
2024-07-12 04:30:00,1.68,-0.36,2.23,-0.60,4.54,-0.63,2.23,-0.60,1.68,-0.36,2.27,-0.32,1.30,0.26,1.68,-0.02,1.68,-0.02,1.30,0.26,1.64,-0.33,3.51,1.02,14.51,-7.00,14.51,-7.00,2.09,-0.67
2024-07-12 05:00:00,1.70,-0.32,2.20,-0.60,4.48,-0.67,2.20,-0.60,1.70,-0.32,2.24,-0.34,1.42,0.26,1.86,-0.02,1.86,-0.02,1.42,0.26,1.61,-0.33,3.51,1.02,15.71,-6.51,15.71,-6.51,2.09,-0.67
2024-07-12 05:30:00,1.70,-0.31,2.20,-0.58,4.65,-0.50,2.20,-0.58,1.70,-0.31,2.32,-0.25,1.48,0.26,2.42,-0.05,2.42,-0.05,1.48,0.26,1.61,-0.33,3.51,1.02,16.71,-6.04,16.71,-6.04,2.02,-0.67
2024-07-12 06:00:00,1.79,-0.28,2.22,-0.56,5.40,-0.50,2.22,-0.56,1.79,-0.28,2.70,-0.25,1.46,0.27,2.71,-0.06,2.71,-0.06,1.46,0.27,1.69,-0.33,3.51,1.02,16.42,-6.27,16.42,-6.27,2.10,-0.67
2024-07-12 06:30:00,2.00,-0.22,2.34,-0.54,6.45,-0.47,2.34,-0.54,2.00,-0.22,3.22,-0.24,1.51,0.24,2.04,-0.02,2.04,-0.02,1.51,0.24,2.04,-0.26,3.96,1.16,18.33,-5.35,18.33,-5.35,2.49,0.00
2024-07-12 07:00:00,2.32,-0.13,2.76,-0.44,6.92,0.27,2.76,-0.44,2.32,-0.13,3.46,0.14,1.80,0.33,2.14,-0.02,2.14,-0.02,1.80,0.33,2.33,-0.22,4.15,1.21,20.74,-4.22,20.74,-4.22,2.95,0.00
2024-07-12 07:30:00,2.70,0.09,3.06,-0.32,6.94,0.47,3.06,-0.32,2.70,0.09,3.47,0.24,1.94,0.40,2.79,-0.03,2.79,-0.03,1.94,0.40,2.68,0.22,4.79,1.40,22.08,-3.56,22.08,-3.56,3.55,0.00
2024-07-12 08:00:00,3.04,0.27,3.44,-0.26,7.53,0.70,3.44,-0.26,3.04,0.27,3.76,0.35,2.04,0.43,2.53,0.00,2.53,0.00,2.04,0.43,2.90,0.00,5.63,1.64,23.56,-2.41,23.56,-2.41,3.91,0.00
2024-07-12 08:30:00,3.48,0.46,3.70,-0.19,7.83,0.93,3.70,-0.19,3.48,0.46,3.92,0.46,2.30,0.66,2.42,0.02,2.42,0.02,2.30,0.66,3.13,0.22,6.06,1.77,24.97,-1.84,24.97,-1.84,4.03,0.00
2024-07-12 09:00:00,3.78,0.58,3.86,-0.16,7.95,0.97,3.86,-0.16,3.78,0.58,3.98,0.48,2.42,0.70,2.68,0.00,2.68,0.00,2.42,0.70,3.28,0.22,6.33,1.85,25.60,-1.41,25.60,-1.41,4.03,0.00
2024-07-12 09:30:00,3.82,0.60,3.98,0.16,8.37,1.14,3.98,0.16,3.82,0.60,4.18,0.57,2.46,0.70,2.66,0.00,2.66,0.00,2.46,0.70,3.47,0.25,6.05,1.77,25.73,-1.30,25.73,-1.30,4.44,0.67
2024-07-12 10:00:00,3.91,0.64,4.06,0.14,8.63,1.23,4.06,0.14,3.91,0.64,4.32,0.62,2.46,0.68,2.56,0.01,2.56,0.01,2.46,0.68,3.47,0.25,5.70,1.66,27.08,-0.95,27.08,-0.95,4.44,0.00
2024-07-12 10:30:00,4.00,0.66,3.99,0.06,8.49,1.00,3.99,0.06,4.00,0.66,4.24,0.50,2.41,0.65,3.43,-0.02,3.43,-0.02,2.41,0.65,3.47,0.23,6.03,1.76,26.24,-1.41,26.24,-1.41,4.60,0.67
2024-07-12 11:00:00,3.72,0.57,3.97,-0.12,9.01,1.07,3.97,-0.12,3.72,0.57,4.50,0.54,2.51,0.71,2.82,0.00,2.82,0.00,2.51,0.71,3.47,0.25,5.50,1.60,24.58,-1.66,24.58,-1.66,4.54,0.67
2024-07-12 11:30:00,3.46,0.57,3.97,-0.02,8.68,1.13,3.97,-0.02,3.46,0.57,4.34,0.56,2.43,0.65,2.41,0.02,2.41,0.02,2.43,0.65,3.58,0.25,5.67,1.65,25.37,-1.23,25.37,-1.23,4.61,0.67
2024-07-12 12:00:00,3.72,0.67,4.00,0.06,8.38,1.08,4.00,0.06,3.72,0.67,4.19,0.54,2.54,0.76,2.63,0.00,2.63,0.00,2.54,0.76,3.58,0.25,6.09,1.78,25.18,-1.47,25.18,-1.47,4.44,0.00
2024-07-12 12:30:00,3.61,0.64,4.02,-0.11,8.36,1.06,4.02,-0.11,3.61,0.64,4.18,0.53,2.48,0.72,2.53,0.00,2.53,0.00,2.48,0.72,3.49,0.28,5.27,1.54,23.52,-1.93,23.52,-1.93,4.44,0.00
2024-07-12 13:00:00,3.80,0.71,3.87,-0.14,7.98,1.14,3.87,-0.14,3.80,0.71,3.99,0.57,2.39,0.63,2.01,0.02,2.01,0.02,2.39,0.63,3.59,0.28,5.62,1.64,23.21,-2.45,23.21,-2.45,4.61,0.67
2024-07-12 13:30:00,3.88,0.64,3.92,-0.22,8.10,0.99,3.92,-0.22,3.88,0.64,4.05,0.50,2.29,0.56,1.64,0.04,1.64,0.04,2.29,0.56,3.49,0.26,4.80,1.40,21.91,-2.96,21.91,-2.96,4.42,0.67
2024-07-12 14:00:00,3.56,0.59,3.90,-0.23,8.20,0.96,3.90,-0.23,3.56,0.59,4.10,0.48,2.05,0.51,1.55,0.04,1.55,0.04,2.05,0.51,3.48,0.26,5.11,1.49,21.97,-3.49,21.97,-3.49,4.42,0.00
2024-07-12 14:30:00,3.20,0.12,3.90,-0.23,7.98,1.06,3.90,-0.23,3.20,0.12,3.99,0.53,2.16,0.51,1.66,0.04,1.66,0.04,2.16,0.51,3.64,0.26,5.15,1.50,22.19,-3.80,22.19,-3.80,4.42,0.00
2024-07-12 15:00:00,3.37,0.14,3.94,-0.23,8.32,0.93,3.94,-0.23,3.37,0.14,4.16,0.46,2.14,0.46,1.57,0.04,1.57,0.04,2.14,0.46,3.52,0.26,5.13,1.50,21.85,-3.97,21.85,-3.97,4.57,0.71
2024-07-12 15:30:00,3.40,0.14,3.94,-0.24,8.10,0.86,3.94,-0.24,3.40,0.14,4.05,0.43,2.03,0.38,1.49,0.01,1.49,0.01,2.03,0.38,3.20,0.20,5.27,1.54,21.67,-4.19,21.67,-4.19,4.50,0.71
2024-07-12 16:00:00,3.25,-0.01,4.00,-0.29,8.41,0.86,4.00,-0.29,3.25,-0.01,4.20,0.43,1.94,0.36,1.39,0.00,1.39,0.00,1.94,0.36,3.00,-0.22,5.19,1.51,21.63,-4.42,21.63,-4.42,4.34,0.71
2024-07-12 16:30:00,3.25,-0.12,4.04,-0.29,8.76,0.77,4.04,-0.29,3.25,-0.12,4.38,0.38,1.94,0.33,1.30,0.17,1.30,0.17,1.94,0.33,3.00,-0.22,4.81,1.40,21.16,-4.77,21.16,-4.77,4.34,0.71
2024-07-12 17:00:00,2.97,-0.19,4.03,-0.32,8.76,0.69,4.03,-0.32,2.97,-0.19,4.38,0.34,1.93,0.33,1.30,0.18,1.30,0.18,1.93,0.33,2.84,-0.24,3.97,1.16,19.87,-5.19,19.87,-5.19,4.22,0.71
2024-07-12 17:30:00,2.80,-0.23,4.00,-0.32,8.28,0.62,4.00,-0.32,2.80,-0.23,4.14,0.31,1.88,0.33,1.20,0.18,1.20,0.18,1.88,0.33,2.86,-0.24,4.50,1.31,20.95,-5.20,20.95,-5.20,4.28,0.71
2024-07-12 18:00:00,2.88,-0.26,4.18,-0.34,8.99,0.66,4.18,-0.34,2.88,-0.26,4.50,0.33,1.92,0.33,1.25,0.26,1.25,0.26,1.92,0.33,2.72,-0.24,4.30,1.25,20.50,-5.55,20.50,-5.55,3.81,0.71
2024-07-12 18:30:00,2.85,-0.26,4.23,-0.35,9.02,0.66,4.23,-0.35,2.85,-0.26,4.51,0.33,1.82,0.29,1.21,0.06,1.21,0.06,1.82,0.29,2.64,-0.24,4.09,1.19,19.62,-6.25,19.62,-6.25,3.39,0.00
2024-07-12 19:00:00,2.72,-0.29,4.14,-0.40,8.70,0.35,4.14,-0.40,2.72,-0.29,4.35,0.18,1.78,0.24,1.16,0.09,1.16,0.09,1.78,0.24,2.61,-0.26,4.53,1.32,19.39,-6.02,19.39,-6.02,3.15,0.00
2024-07-12 19:30:00,2.64,-0.29,3.97,-0.40,8.63,0.59,3.97,-0.40,2.64,-0.29,4.32,0.29,1.74,0.20,1.13,0.09,1.13,0.09,1.74,0.20,2.56,-0.26,4.53,1.32,19.44,-5.95,19.44,-5.95,3.15,0.00
2024-07-12 20:00:00,2.90,-0.27,3.91,-0.44,8.60,0.57,3.91,-0.44,2.90,-0.27,4.30,0.28,1.70,0.16,1.12,0.11,1.12,0.11,1.70,0.16,2.52,-0.26,4.52,1.32,19.13,-6.09,19.13,-6.09,3.15,0.00
2024-07-12 20:30:00,2.96,-0.26,3.82,-0.48,8.42,0.53,3.82,-0.48,2.96,-0.26,4.21,0.26,1.59,0.14,1.09,0.11,1.09,0.11,1.59,0.14,2.45,-0.24,4.46,1.30,18.40,-6.34,18.40,-6.34,3.15,0.00
2024-07-12 21:00:00,2.77,-0.28,3.65,-0.50,8.22,0.55,3.65,-0.50,2.77,-0.28,4.11,0.28,1.44,0.11,1.04,0.11,1.04,0.11,1.44,0.11,2.42,-0.24,4.38,1.28,18.13,-6.40,18.13,-6.40,3.09,0.00
2024-07-12 21:30:00,2.77,-0.29,3.54,-0.53,8.04,0.52,3.54,-0.53,2.77,-0.29,4.02,0.26,1.42,0.11,1.04,0.11,1.04,0.11,1.42,0.11,2.38,-0.27,4.45,1.30,17.76,-6.52,17.76,-6.52,2.91,0.00
2024-07-12 22:00:00,2.82,-0.29,3.42,-0.53,7.88,0.55,3.42,-0.53,2.82,-0.29,3.94,0.28,1.40,0.11,0.96,0.01,0.96,0.01,1.40,0.11,2.36,-0.27,4.56,1.33,17.70,-6.72,17.70,-6.72,2.91,0.00
2024-07-12 22:30:00,2.80,-0.32,3.40,-0.53,7.75,0.22,3.40,-0.53,2.80,-0.32,3.88,0.11,1.39,0.11,0.94,0.02,0.94,0.02,1.39,0.11,2.15,-0.31,4.46,1.30,17.02,-7.08,17.02,-7.08,2.82,0.00
2024-07-12 23:00:00,2.64,-0.34,3.24,-0.58,7.39,-0.61,3.24,-0.58,2.64,-0.34,3.70,-0.30,1.35,0.11,0.94,0.02,0.94,0.02,1.35,0.11,1.98,-0.31,4.32,1.26,16.14,-7.16,16.14,-7.16,2.67,0.00
2024-07-12 23:30:00,2.49,-0.34,3.00,-0.56,6.84,-0.65,3.00,-0.56,2.49,-0.34,3.42,-0.32,1.35,0.11,0.89,0.01,0.89,0.01,1.35,0.11,1.90,-0.33,4.21,1.23,15.00,-7.43,15.00,-7.43,2.60,0.00
2024-07-13 00:00:00,2.23,-0.38,2.78,-0.58,6.32,-0.65,2.78,-0.58,2.23,-0.38,3.16,-0.32,1.26,0.11,0.81,0.03,0.81,0.03,1.26,0.11,1.74,-0.36,4.10,1.20,14.25,-7.70,14.25,-7.70,2.48,0.00
2024-07-13 00:30:00,2.12,-0.42,2.62,-0.58,5.94,-0.65,2.62,-0.58,2.12,-0.42,2.97,-0.32,1.21,-0.06,0.74,0.02,0.74,0.02,1.21,-0.06,1.66,-0.36,3.96,1.16,13.55,-7.73,13.55,-7.73,2.48,0.00
2024-07-13 01:00:00,2.11,-0.40,2.46,-0.58,5.54,-0.69,2.46,-0.58,2.11,-0.40,2.77,-0.34,1.07,-0.13,0.65,0.02,0.65,0.02,1.07,-0.13,1.60,-0.34,3.86,1.13,13.15,-7.75,13.15,-7.75,2.37,0.00
