Power Units_Bus Number,MW_7044,MVAr_7044,MW_7210,MVAr_7210,MW_7263,MVAr_7263,MW_7297,MVAr_7297,MW_7555,MVAr_7555,MW_7573,MVAr_7573,MW_7780,MVAr_7780,MW_7921,MVAr_7921,MW_11005,MVAr_11005,MW_891100,MVAr_891100,MW_893502,MVAr_893502
2024-04-16 20:30:00,7.01,2.30,3.01,0.99,4.50,1.48,4.60,1.51,4.60,0.61,5.25,-0.56,4.07,1.34,8.64,2.84,0.46,0.00,46.78,-17.61,46.13,0.00
2024-04-16 21:00:00,6.99,2.30,3.14,1.03,4.42,1.45,4.61,1.51,4.51,0.63,5.17,-0.56,4.03,1.32,8.44,2.78,0.46,0.00,46.06,-17.97,45.42,0.00
2024-04-16 21:30:00,6.83,2.24,2.94,0.97,4.29,1.41,4.49,1.48,4.43,0.60,4.94,-0.54,3.75,1.23,8.12,2.67,0.41,0.00,44.45,-18.28,43.81,0.00
2024-04-16 22:00:00,6.43,2.11,2.49,0.82,4.07,1.34,4.17,1.37,4.10,0.49,4.62,-0.43,3.54,1.16,7.62,2.50,0.41,0.00,41.64,-19.23,41.05,0.00
2024-04-16 22:30:00,5.90,1.94,2.34,0.77,3.75,1.23,3.90,1.28,3.82,0.64,4.34,-0.49,3.35,1.10,7.04,2.32,0.41,0.00,38.66,-20.00,38.08,0.00
2024-04-16 23:00:00,5.28,1.74,2.01,0.66,3.52,1.16,3.54,1.16,3.48,0.64,3.97,-0.58,2.94,0.97,6.56,2.16,0.41,0.00,35.09,-20.70,34.58,0.00
2024-04-16 23:30:00,4.85,1.60,1.87,0.62,3.38,1.11,3.24,1.07,3.08,0.64,3.62,-0.59,2.74,0.90,6.26,2.06,0.20,0.00,32.40,-21.12,31.91,0.00
2024-04-17 00:00:00,4.53,1.49,2.10,0.69,3.24,1.06,3.10,1.02,2.85,0.48,3.42,-0.58,2.60,0.86,5.92,1.94,0.00,0.00,30.49,-21.26,30.03,0.00
2024-04-17 00:30:00,4.59,1.51,2.09,0.69,3.12,1.02,3.12,1.03,2.66,0.47,3.43,-0.63,2.54,0.83,5.66,1.86,0.00,0.00,29.93,-21.19,29.48,0.00
2024-04-17 01:00:00,4.83,1.59,2.11,0.69,3.06,1.01,3.28,1.08,2.60,0.47,3.41,-0.63,2.53,0.83,5.52,1.82,0.00,0.00,29.98,-21.13,29.54,0.00
2024-04-17 01:30:00,5.07,1.67,1.86,0.61,3.10,1.02,3.64,1.20,2.69,0.62,3.96,-0.63,2.39,0.79,5.64,1.85,0.00,0.00,31.73,-20.64,31.28,0.00
2024-04-17 02:00:00,4.94,1.62,1.83,0.60,3.22,1.06,3.61,1.19,2.67,0.60,4.17,-0.60,2.38,0.78,5.73,1.88,0.00,0.00,31.74,-20.89,31.27,0.00
2024-04-17 02:30:00,4.91,1.61,1.80,0.59,3.07,1.01,3.54,1.16,2.63,0.50,4.24,-0.60,2.32,0.76,5.58,1.84,0.00,0.00,31.38,-21.09,30.91,0.00
2024-04-17 03:00:00,4.88,1.60,1.73,0.57,3.01,0.99,3.37,1.11,2.57,0.50,4.14,-0.57,2.29,0.75,5.45,1.79,0.00,0.00,30.67,-21.11,30.22,0.00
2024-04-17 03:30:00,4.62,1.52,2.07,0.68,2.97,0.98,3.27,1.07,2.43,0.60,3.88,-0.51,2.07,0.68,5.38,1.77,0.00,0.00,29.39,-21.52,28.94,0.00
2024-04-17 04:00:00,4.49,1.48,2.03,0.67,2.95,0.97,3.10,1.02,2.32,0.65,3.70,-0.51,2.18,0.72,5.33,1.75,0.00,0.00,28.66,-21.62,28.22,0.00
2024-04-17 04:30:00,4.31,1.42,1.95,0.64,2.97,0.98,3.11,1.02,2.26,0.65,3.61,-0.51,2.11,0.69,5.34,1.76,0.00,0.00,28.19,-21.81,27.75,0.00
2024-04-17 05:00:00,4.09,1.35,1.46,0.48,3.22,1.06,3.03,1.00,2.23,0.65,3.46,-0.51,2.16,0.71,5.48,1.80,0.00,0.00,27.59,-21.87,27.17,0.00
2024-04-17 05:30:00,4.14,1.36,1.86,0.61,2.98,0.98,3.03,1.00,2.20,0.65,3.44,-0.49,2.30,0.76,5.39,1.77,0.00,0.00,27.93,-21.54,27.51,0.00
2024-04-17 06:00:00,4.35,1.43,1.55,0.51,3.12,1.02,3.32,1.09,2.27,0.65,3.50,-0.45,2.37,0.78,5.66,1.86,0.00,0.00,29.19,-21.22,28.75,0.00
2024-04-17 06:30:00,4.71,1.55,1.79,0.59,3.32,1.09,3.75,1.23,2.60,0.65,3.78,-0.45,2.75,0.90,6.14,2.02,0.00,0.00,32.32,-20.40,31.86,0.00
2024-04-17 07:00:00,5.40,1.77,2.11,0.69,3.49,1.15,4.05,1.33,3.05,0.62,4.22,-0.42,3.02,0.99,6.54,2.15,0.00,0.00,36.05,-19.68,35.57,0.00
2024-04-17 07:30:00,6.10,2.01,2.36,0.77,3.98,1.31,4.59,1.51,3.43,0.64,4.54,-0.40,3.37,1.11,7.57,2.49,0.41,0.00,40.67,-18.35,40.12,0.00
2024-04-17 08:00:00,6.17,2.03,2.58,0.85,4.18,1.38,4.80,1.58,3.60,0.58,4.76,-0.42,3.57,1.17,8.02,2.64,0.41,0.00,42.67,-18.02,42.08,0.00
2024-04-17 08:30:00,6.06,1.99,3.03,1.00,4.50,1.48,4.73,1.56,3.56,0.55,4.87,-0.39,3.67,1.21,8.68,2.85,0.41,0.00,44.16,-17.49,43.56,0.00
2024-04-17 09:00:00,6.19,2.04,3.14,1.03,4.75,1.56,4.64,1.52,3.69,0.55,4.95,-0.37,3.81,1.25,9.19,3.02,0.41,0.00,45.46,-16.94,44.83,0.00
2024-04-17 09:30:00,5.98,1.96,3.14,1.03,5.00,1.64,4.60,1.51,3.50,0.55,5.17,-0.34,3.75,1.23,9.69,3.18,0.41,0.00,46.18,-16.80,45.54,0.00
2024-04-17 10:00:00,6.07,2.00,3.22,1.06,5.15,1.69,4.75,1.56,3.72,0.53,5.18,-0.38,3.78,1.24,9.95,3.27,0.41,0.00,47.59,-16.78,46.93,0.00
2024-04-17 10:30:00,5.71,1.88,2.96,0.97,5.19,1.71,4.47,1.47,3.44,0.55,5.15,-0.39,3.75,1.23,10.04,3.30,0.41,0.00,46.77,-16.94,46.12,0.00
2024-04-17 11:00:00,5.60,1.84,2.79,0.92,5.31,1.74,4.31,1.42,3.39,0.53,5.07,-0.37,3.83,1.26,10.30,3.39,0.20,-0.30,46.78,-16.84,46.14,0.00
2024-04-17 11:30:00,5.85,1.92,2.86,0.94,5.41,1.78,4.59,1.51,3.32,0.53,5.32,-0.39,3.74,1.23,10.50,3.45,0.41,0.00,47.90,-16.63,47.24,0.00
2024-04-17 12:00:00,5.75,1.89,2.83,0.93,5.41,1.78,4.47,1.47,3.52,0.53,5.39,-0.37,3.82,1.26,10.50,3.45,0.00,0.00,47.96,-16.61,47.29,0.00
2024-04-17 12:30:00,5.85,1.92,2.80,0.92,5.38,1.77,4.22,1.39,3.52,0.56,5.25,-0.37,3.85,1.26,10.42,3.43,0.20,0.00,47.56,-16.69,46.90,0.00
2024-04-17 13:00:00,5.52,1.81,2.84,0.93,5.37,1.77,4.30,1.41,3.44,0.54,5.31,-0.37,3.80,1.25,10.41,3.42,0.41,0.00,47.30,-16.65,46.65,0.00
2024-04-17 13:30:00,5.59,1.84,2.98,0.98,5.45,1.79,4.46,1.46,3.52,0.60,5.41,-0.37,3.90,1.28,10.57,3.47,0.41,0.00,48.40,-16.74,47.72,0.00
2024-04-17 14:00:00,5.52,1.81,2.75,0.90,5.37,1.76,4.39,1.44,3.42,0.60,5.30,-0.36,3.65,1.20,10.41,3.42,0.00,0.00,47.11,-17.05,46.44,0.00
2024-04-17 14:30:00,5.18,1.70,2.86,0.94,5.34,1.75,4.16,1.37,3.48,0.55,5.13,-0.34,3.79,1.25,10.34,3.40,0.00,0.00,46.18,-17.15,45.54,0.00
2024-04-17 15:00:00,5.33,1.75,2.79,0.92,5.21,1.71,4.20,1.38,3.40,0.55,5.01,-0.34,3.78,1.24,10.12,3.33,0.00,0.00,45.72,-17.28,45.08,0.00
2024-04-17 15:30:00,5.69,1.87,2.83,0.93,5.18,1.70,4.10,1.35,3.48,0.56,4.99,-0.34,3.91,1.29,10.02,3.29,0.41,0.00,46.14,-17.39,45.50,0.00
2024-04-17 16:00:00,5.33,1.75,2.97,0.98,5.05,1.66,3.91,1.29,3.40,0.56,4.67,-0.36,3.71,1.22,9.79,3.22,0.20,0.00,44.08,-17.34,43.47,0.00
2024-04-17 16:30:00,5.19,1.70,2.98,0.98,4.99,1.64,4.07,1.34,3.64,0.56,4.72,-0.42,3.83,1.26,9.70,3.19,0.41,0.00,44.37,-17.35,43.75,0.00
2024-04-17 17:00:00,6.22,2.04,3.23,1.06,5.10,1.68,4.38,1.44,4.03,0.62,4.95,-0.40,4.09,1.35,9.92,3.26,0.41,0.00,47.45,-16.92,46.81,0.00
2024-04-17 17:30:00,6.69,2.20,3.38,1.11,5.12,1.68,4.89,1.61,4.51,0.62,5.12,-0.40,4.35,1.43,9.94,3.26,0.41,0.00,49.64,-16.75,48.96,0.00
2024-04-17 18:00:00,6.89,2.26,3.43,1.13,4.92,1.62,4.89,1.61,4.64,0.62,5.16,-0.39,4.46,1.47,9.48,3.12,0.46,0.00,49.59,-16.86,48.91,0.00
2024-04-17 18:30:00,7.32,2.41,3.55,1.17,4.83,1.59,5.08,1.67,4.87,0.62,5.44,-0.37,4.48,1.47,9.33,3.06,0.46,0.00,50.83,-16.55,50.12,0.00
2024-04-17 19:00:00,7.57,2.49,3.41,1.12,4.83,1.59,4.93,1.62,4.87,0.62,5.41,-0.39,4.43,1.46,9.35,3.07,0.50,0.00,50.10,-16.50,49.41,0.00
2024-04-17 19:30:00,7.46,2.45,3.36,1.10,4.73,1.55,5.02,1.65,5.01,0.47,5.46,-0.38,4.40,1.45,9.12,3.00,0.50,0.00,49.68,-16.35,48.98,0.00
2024-04-17 20:00:00,7.32,2.41,3.22,1.06,4.75,1.56,4.85,1.60,4.94,0.35,5.46,-0.43,4.39,1.44,9.14,3.00,0.50,0.00,49.32,-16.69,48.63,0.00
2024-04-17 20:30:00,7.27,2.39,3.16,1.04,4.61,1.52,4.80,1.58,4.61,0.45,5.42,-0.43,4.23,1.39,8.90,2.92,0.44,0.00,47.96,-17.11,47.29,0.00
2024-04-17 21:00:00,7.12,2.34,3.09,1.02,4.51,1.48,4.73,1.56,4.51,0.45,5.31,-0.41,4.19,1.38,8.68,2.85,0.44,0.00,47.01,-17.48,46.34,0.00
2024-04-17 21:30:00,6.76,2.22,3.02,0.99,4.34,1.43,4.59,1.51,4.34,0.48,5.15,-0.45,4.00,1.32,8.29,2.72,0.44,0.00,45.00,-18.18,44.37,0.00
2024-04-17 22:00:00,6.64,2.18,2.68,0.88,4.18,1.38,4.25,1.40,3.96,0.50,4.81,-0.45,3.68,1.21,7.85,2.58,0.42,0.00,42.30,-18.98,41.69,0.00
2024-04-17 22:30:00,6.14,2.02,2.32,0.76,3.81,1.25,3.96,1.30,3.82,0.47,4.49,-0.45,3.44,1.13,7.18,2.36,0.42,0.00,39.47,-19.72,38.89,0.00
2024-04-17 23:00:00,5.64,1.86,2.09,0.69,3.64,1.20,3.59,1.18,3.56,0.48,4.11,-0.46,3.19,1.05,6.84,2.25,0.20,0.00,36.60,-20.14,36.07,0.00
2024-04-17 23:30:00,5.22,1.71,2.20,0.72,3.47,1.14,3.28,1.08,3.20,0.61,3.83,-0.49,3.02,0.99,6.46,2.12,0.00,0.00,33.87,-20.71,33.37,0.00
2024-04-18 00:00:00,4.98,1.64,2.10,0.69,3.30,1.09,3.12,1.03,2.80,0.70,3.66,-0.47,2.81,0.92,6.10,2.00,0.00,0.00,31.80,-21.06,31.34,0.00
2024-04-18 00:30:00,4.98,1.64,2.11,0.69,3.24,1.06,3.10,1.02,2.65,0.70,3.70,-0.45,2.61,0.86,5.93,1.95,0.00,0.00,31.13,-21.18,30.66,0.00
2024-04-18 01:00:00,5.05,1.66,1.82,0.60,3.14,1.03,3.06,1.00,2.55,0.70,3.66,-0.48,2.46,0.81,5.74,1.89,0.00,0.00,30.63,-21.30,30.18,0.00
2024-04-18 01:30:00,5.08,1.67,1.88,0.62,3.20,1.05,3.35,1.10,2.63,0.70,4.17,-0.50,2.54,0.83,5.86,1.92,0.00,0.00,32.12,-21.06,31.65,0.00
2024-04-18 02:00:00,5.13,1.69,1.90,0.62,3.21,1.05,3.44,1.13,2.72,0.68,4.39,-0.49,2.55,0.84,5.87,1.93,0.00,0.00,32.58,-20.73,32.11,0.00
2024-04-18 02:30:00,5.19,1.70,1.88,0.62,3.17,1.04,3.46,1.14,2.66,0.66,4.34,-0.51,2.39,0.79,5.77,1.90,0.00,0.00,32.38,-20.82,31.91,0.00
2024-04-18 03:00:00,4.92,1.62,1.82,0.60,3.10,1.02,3.41,1.12,2.58,0.66,4.27,-0.49,2.30,0.76,5.67,1.86,0.00,0.00,31.51,-21.03,31.03,0.00
2024-04-18 03:30:00,4.73,1.56,1.67,0.55,3.07,1.01,3.50,1.15,2.49,0.66,4.08,-0.51,2.30,0.76,5.60,1.84,0.00,0.00,30.91,-21.20,30.46,0.00
2024-04-18 04:00:00,4.97,1.63,1.63,0.54,3.04,1.00,3.40,1.12,2.44,0.66,3.92,-0.51,2.30,0.76,5.55,1.82,0.00,0.00,30.59,-21.15,30.14,0.00
2024-04-18 04:30:00,4.53,1.49,1.57,0.52,3.04,1.00,3.38,1.11,2.36,0.66,3.81,-0.52,2.30,0.76,5.54,1.82,0.00,0.00,29.88,-21.31,29.42,0.00
2024-04-18 05:00:00,4.44,1.46,1.50,0.49,3.03,1.00,3.28,1.08,2.31,0.66,3.70,-0.50,2.30,0.76,5.50,1.81,0.00,0.00,29.35,-21.25,28.91,0.00
2024-04-18 05:30:00,4.50,1.48,1.50,0.49,3.11,1.02,3.31,1.09,2.33,0.66,3.67,-0.50,2.37,0.78,5.70,1.87,0.00,0.00,29.82,-21.31,29.38,0.00
2024-04-18 06:00:00,4.68,1.54,1.65,0.54,3.21,1.05,3.50,1.15,2.42,0.66,3.67,-0.50,2.43,0.80,5.90,1.94,0.00,0.00,31.02,-21.01,30.58,0.00
2024-04-18 06:30:00,5.22,1.71,1.82,0.60,3.46,1.14,3.95,1.30,2.71,0.66,3.91,-0.48,2.78,0.92,6.42,2.11,0.00,0.00,34.15,-20.20,33.68,0.00
2024-04-18 07:00:00,5.92,1.94,2.18,0.72,3.72,1.22,4.23,1.39,3.18,0.62,4.26,-0.45,3.01,0.99,6.97,2.29,0.00,0.00,37.66,-19.24,37.15,0.00
2024-04-18 07:30:00,6.37,2.10,2.60,0.86,4.15,1.36,4.66,1.53,3.48,0.55,4.81,-0.45,3.45,1.13,7.92,2.60,0.41,0.00,42.11,-18.20,41.54,0.00
2024-04-18 08:00:00,6.48,2.13,2.98,0.98,4.36,1.43,4.90,1.61,3.70,0.45,5.02,-0.45,3.74,1.23,8.36,2.75,0.41,0.00,44.42,-17.36,43.82,0.00
2024-04-18 08:30:00,6.41,2.11,3.11,1.02,4.62,1.52,4.86,1.60,3.73,0.51,5.09,-0.38,3.81,1.25,8.89,2.92,0.41,0.00,45.84,-16.86,45.20,0.00
2024-04-18 09:00:00,6.05,1.99,3.19,1.05,4.82,1.58,4.75,1.56,3.86,0.49,5.09,-0.39,3.82,1.26,9.30,3.06,0.41,0.00,46.18,-16.58,45.55,0.00
2024-04-18 09:30:00,5.80,1.90,3.07,1.01,5.04,1.66,4.64,1.52,3.79,0.49,5.25,-0.36,3.87,1.27,9.77,3.21,0.41,0.00,46.98,-16.07,46.34,0.00
2024-04-18 10:00:00,5.89,1.94,3.12,1.03,5.16,1.70,4.47,1.47,3.62,0.55,5.29,-0.36,3.79,1.25,10.00,3.29,0.41,-0.25,46.99,-16.17,46.34,0.00
2024-04-18 10:30:00,5.68,1.87,3.12,1.03,5.25,1.73,4.19,1.38,3.48,0.57,5.37,-0.35,3.66,1.20,10.18,3.35,0.00,0.00,46.65,-16.74,45.99,0.00
2024-04-18 11:00:00,5.44,1.79,2.94,0.97,5.32,1.75,3.92,1.29,3.37,0.57,5.22,-0.32,3.62,1.19,10.32,3.39,0.00,0.00,45.87,-16.57,45.24,0.00
2024-04-18 11:30:00,5.20,1.71,2.80,0.92,5.32,1.75,3.96,1.30,3.26,0.57,5.03,-0.36,3.48,1.14,10.35,3.40,0.00,0.00,45.18,-16.71,44.54,0.00
2024-04-18 12:00:00,4.97,1.63,2.56,0.84,5.28,1.74,3.84,1.26,3.19,0.57,4.98,-0.38,3.40,1.12,10.26,3.37,0.00,0.00,44.39,-16.61,43.77,0.00
2024-04-18 12:30:00,4.89,1.61,2.42,0.80,5.24,1.72,3.73,1.23,3.32,0.51,5.01,-0.40,3.44,1.13,10.20,3.35,0.00,0.00,44.50,-16.41,43.88,0.00
2024-04-18 13:00:00,5.07,1.67,2.40,0.79,5.21,1.71,3.57,1.17,3.32,0.51,4.98,-0.38,3.39,1.12,10.13,3.33,0.00,0.00,44.30,-16.53,43.69,0.00
2024-04-18 13:30:00,4.76,1.56,2.35,0.77,5.15,1.69,3.49,1.15,3.09,0.60,4.88,-0.41,3.37,1.11,10.01,3.29,0.00,0.00,43.17,-16.98,42.56,0.00
2024-04-18 14:00:00,4.97,1.63,2.36,0.77,5.15,1.69,3.59,1.18,3.14,0.60,4.87,-0.40,3.47,1.14,10.01,3.29,0.00,0.00,43.68,-16.92,43.06,0.00
2024-04-18 14:30:00,4.60,1.51,2.16,0.71,5.05,1.66,3.33,1.10,2.95,0.60,4.71,-0.36,3.35,1.10,9.79,3.22,0.00,0.00,41.55,-17.20,40.97,0.00
2024-04-18 15:00:00,4.78,1.57,2.24,0.74,4.98,1.64,3.19,1.05,2.89,0.60,4.58,-0.36,3.31,1.09,9.67,3.18,0.00,0.00,41.25,-17.41,40.68,0.00
2024-04-18 15:30:00,5.04,1.66,2.35,0.77,4.91,1.61,3.31,1.09,3.00,0.60,4.58,-0.38,3.46,1.14,9.52,3.13,0.00,0.00,41.76,-17.61,41.16,0.00
2024-04-18 16:00:00,5.13,1.69,2.35,0.77,4.82,1.59,3.18,1.05,3.11,0.60,4.42,-0.40,3.44,1.13,9.35,3.07,0.00,0.00,41.28,-17.68,40.71,0.00
2024-04-18 16:30:00,5.16,1.70,2.56,0.84,4.75,1.56,3.63,1.19,3.52,0.60,4.43,-0.41,3.74,1.23,9.21,3.03,0.41,0.00,42.55,-17.49,41.97,0.00
2024-04-18 17:00:00,5.76,1.89,2.65,0.87,4.83,1.59,4.10,1.35,3.96,0.58,4.78,-0.39,3.91,1.29,9.36,3.08,0.41,0.00,45.19,-16.92,44.57,0.00
2024-04-18 17:30:00,6.14,2.02,2.81,0.92,4.91,1.61,4.47,1.47,4.37,0.58,4.90,-0.36,4.21,1.38,9.51,3.13,0.41,0.00,47.20,-16.65,46.55,0.00
2024-04-18 18:00:00,6.62,2.18,2.94,0.96,4.91,1.61,4.83,1.59,4.63,0.58,5.06,-0.36,4.25,1.40,9.49,3.12,0.41,0.00,48.82,-16.45,48.16,0.00
2024-04-18 18:30:00,7.20,2.37,3.07,1.01,4.86,1.60,5.07,1.67,4.85,0.58,5.24,-0.36,4.33,1.42,9.40,3.09,0.44,0.00,50.14,-16.36,49.44,0.00
2024-04-18 19:00:00,7.50,2.47,3.01,0.99,4.68,1.54,4.83,1.59,4.99,0.57,5.26,-0.36,4.31,1.42,9.05,2.98,0.44,0.00,49.59,-16.10,48.90,0.00
2024-04-18 19:30:00,7.47,2.45,3.06,1.00,4.66,1.53,4.83,1.59,4.99,0.57,5.47,-0.36,4.26,1.40,9.00,2.96,0.42,0.00,49.42,-16.42,48.73,0.00
2024-04-18 20:00:00,7.29,2.40,3.03,1.00,4.75,1.56,4.80,1.58,4.99,0.57,5.42,-0.38,4.25,1.40,9.21,3.03,0.41,0.00,49.42,-16.51,48.72,0.00
2024-04-18 20:30:00,7.33,2.41,2.92,0.96,4.64,1.52,4.82,1.58,4.72,0.64,5.40,-0.43,4.15,1.36,8.95,2.94,0.41,0.00,48.38,-17.11,47.71,0.00
2024-04-18 21:00:00,7.03,2.31,2.95,0.97,4.52,1.49,4.82,1.58,4.66,0.67,5.24,-0.44,4.05,1.33,8.70,2.86,0.41,0.00,47.33,-17.53,46.65,0.00
2024-04-18 21:30:00,6.78,2.23,2.82,0.93,4.45,1.46,4.55,1.50,4.43,0.55,5.08,-0.41,3.90,1.28,8.46,2.78,0.41,0.00,45.13,-18.36,44.50,0.00
2024-04-18 22:00:00,6.45,2.12,2.73,0.90,4.10,1.35,4.25,1.40,4.10,0.61,4.74,-0.54,3.61,1.19,7.76,2.55,0.41,0.00,42.30,-19.24,41.69,0.00
2024-04-18 22:30:00,6.21,2.04,2.70,0.89,3.81,1.25,4.01,1.32,3.78,0.50,4.34,-0.49,3.36,1.10,7.19,2.36,0.41,-0.30,39.42,-19.70,38.85,0.00
2024-04-18 23:00:00,5.56,1.83,2.50,0.82,3.62,1.19,3.68,1.21,3.43,0.50,4.01,-0.45,3.14,1.03,6.81,2.24,0.41,0.00,36.21,-20.38,35.67,0.00
2024-04-18 23:30:00,4.99,1.64,2.05,0.67,3.57,1.17,3.32,1.09,3.12,0.50,3.72,-0.47,2.76,0.91,6.54,2.15,0.00,0.00,33.22,-20.96,32.72,0.00
2024-04-19 00:00:00,4.77,1.57,1.70,0.56,3.28,1.08,3.17,1.04,2.82,0.50,3.56,-0.57,2.59,0.85,6.03,1.98,0.00,0.00,31.12,-20.85,30.66,0.00
2024-04-19 00:30:00,4.69,1.54,1.65,0.54,3.18,1.04,3.09,1.02,2.69,0.50,3.58,-0.57,2.39,0.79,5.84,1.92,0.00,0.00,30.32,-20.98,29.87,0.00
2024-04-19 01:00:00,4.81,1.58,1.67,0.55,3.09,1.02,3.09,1.02,2.54,0.50,3.52,-0.61,2.32,0.76,5.66,1.86,0.00,0.00,29.94,-21.08,29.51,0.00
2024-04-19 01:30:00,5.04,1.66,1.88,0.62,3.16,1.04,3.47,1.14,2.71,0.49,4.05,-0.61,2.40,0.79,5.79,1.90,0.00,0.00,31.91,-20.90,31.47,0.00
2024-04-19 02:00:00,5.15,1.69,2.28,0.75,3.15,1.03,3.61,1.19,2.71,0.46,4.21,-0.61,2.35,0.77,5.80,1.91,0.00,0.00,32.15,-20.74,31.67,0.00
2024-04-19 02:30:00,5.01,1.65,2.23,0.73,3.13,1.03,3.59,1.18,2.66,0.46,4.27,-0.61,2.28,0.75,5.76,1.89,0.00,0.00,31.78,-20.73,31.32,0.00
2024-04-19 03:00:00,4.93,1.62,2.18,0.72,3.06,1.00,3.42,1.12,2.52,0.48,4.17,-0.61,2.28,0.75,5.61,1.84,0.00,0.00,30.89,-21.01,30.43,0.00
2024-04-19 03:30:00,4.63,1.52,2.07,0.68,2.98,0.98,3.24,1.07,2.45,0.50,3.94,-0.61,2.18,0.72,5.45,1.79,0.00,0.00,29.58,-21.10,29.13,0.00
2024-04-19 04:00:00,4.47,1.47,2.01,0.66,2.94,0.97,3.14,1.03,2.36,0.50,3.77,-0.61,2.17,0.71,5.37,1.76,0.00,0.00,28.75,-21.30,28.31,0.00
2024-04-19 04:30:00,4.53,1.49,1.98,0.65,2.93,0.96,3.11,1.02,2.19,0.54,3.64,-0.61,2.22,0.73,5.32,1.75,0.00,0.00,28.40,-21.39,27.98,0.00
2024-04-19 05:00:00,4.34,1.43,1.94,0.64,2.93,0.96,3.06,1.00,2.11,0.54,3.52,-0.61,2.24,0.74,5.32,1.75,0.00,0.00,27.88,-21.44,27.46,0.00
2024-04-19 05:30:00,4.38,1.44,1.97,0.65,2.96,0.97,3.08,1.01,2.11,0.54,3.51,-0.57,2.30,0.76,5.38,1.77,0.00,0.00,28.18,-21.56,27.76,0.00
2024-04-19 06:00:00,4.30,1.41,2.00,0.66,3.06,1.01,3.26,1.07,2.18,0.54,3.40,-0.56,2.39,0.79,5.60,1.84,0.00,0.00,28.92,-21.21,28.50,0.00
2024-04-19 06:30:00,4.76,1.56,2.13,0.70,3.24,1.06,3.78,1.24,2.66,0.52,3.62,-0.56,2.70,0.89,6.01,1.98,0.00,0.00,32.07,-20.32,31.63,0.00
2024-04-19 07:00:00,5.28,1.74,2.35,0.77,3.47,1.14,4.19,1.38,3.06,0.56,3.97,-0.52,2.98,0.98,6.55,2.15,0.00,0.00,35.61,-19.47,35.13,0.00
2024-04-19 07:30:00,6.11,2.01,2.66,0.87,3.92,1.29,4.58,1.50,3.48,0.56,4.51,-0.55,3.41,1.12,7.49,2.46,0.41,0.00,40.84,-17.91,40.30,0.00
2024-04-19 08:00:00,6.13,2.01,2.83,0.93,4.18,1.38,4.73,1.56,3.74,0.50,4.64,-0.52,3.70,1.22,8.04,2.64,0.41,0.00,42.81,-17.43,42.21,0.00
2024-04-19 08:30:00,6.20,2.04,2.99,0.98,4.44,1.46,4.72,1.55,3.93,0.45,4.72,-0.49,3.77,1.24,8.56,2.82,0.41,0.00,44.44,-16.69,43.84,0.00
2024-04-19 09:00:00,6.21,2.04,3.01,0.99,4.72,1.55,4.66,1.53,3.78,0.49,4.92,-0.51,3.78,1.24,9.12,3.00,0.41,0.00,45.71,-16.32,45.07,0.00
2024-04-19 09:30:00,6.18,2.03,2.80,0.92,4.93,1.62,4.74,1.56,3.69,0.55,5.06,-0.49,3.70,1.22,9.54,3.13,0.41,0.00,46.50,-16.04,45.85,0.00
2024-04-19 10:00:00,6.18,2.03,2.97,0.98,5.08,1.67,4.71,1.55,3.82,0.55,5.14,-0.49,3.81,1.25,9.86,3.24,0.41,0.00,47.59,-15.89,46.94,0.00
2024-04-19 10:30:00,6.01,1.98,3.09,1.02,5.27,1.73,4.98,1.64,3.83,0.55,5.24,-0.49,3.99,1.31,10.24,3.37,0.41,0.00,49.10,-15.74,48.42,0.00
2024-04-19 11:00:00,5.54,1.82,3.05,1.00,5.30,1.74,4.60,1.51,3.65,0.55,5.26,-0.45,3.90,1.28,10.29,3.38,0.41,0.00,47.80,-16.04,47.14,0.00
2024-04-19 11:30:00,5.59,1.84,3.09,1.02,5.40,1.77,4.52,1.49,3.70,0.55,5.22,-0.45,3.90,1.28,10.50,3.45,0.41,0.00,47.73,-15.93,47.08,0.00
2024-04-19 12:00:00,5.74,1.89,3.11,1.02,5.46,1.79,4.45,1.46,3.76,0.55,5.12,-0.45,3.94,1.30,10.63,3.49,0.41,0.00,48.42,-15.62,47.75,0.00
2024-04-19 12:30:00,6.31,2.07,3.18,1.05,5.52,1.81,4.59,1.51,3.97,0.55,5.41,-0.48,4.08,1.34,10.79,3.55,0.41,0.00,50.42,-15.04,49.74,0.00
2024-04-19 13:00:00,6.27,2.06,3.21,1.05,5.54,1.82,4.66,1.53,3.97,0.55,5.46,-0.46,4.06,1.33,10.81,3.55,0.41,0.00,50.75,-15.43,50.03,0.00
2024-04-19 13:30:00,5.82,1.91,3.25,1.07,5.50,1.81,4.28,1.41,3.68,0.57,5.27,-0.49,3.90,1.28,10.74,3.53,0.41,0.00,48.36,-16.27,47.67,0.00
2024-04-19 14:00:00,5.25,1.73,2.80,0.92,5.36,1.76,3.79,1.25,3.44,0.54,5.09,-0.38,3.60,1.18,10.47,3.44,0.41,0.00,45.64,-17.05,45.00,0.00
2024-04-19 14:30:00,5.35,1.76,2.59,0.85,5.19,1.70,3.42,1.12,3.17,0.56,5.07,-0.36,3.37,1.11,10.09,3.32,0.41,0.00,44.11,-17.44,43.49,0.11
2024-04-19 15:00:00,5.60,1.84,3.12,1.03,5.17,1.70,3.98,1.31,3.45,0.56,4.92,-0.51,3.58,1.18,10.03,3.30,0.20,0.00,45.67,-17.36,45.04,0.80
