Power Units_Bus Number,MW_15930,MVAr_15930,MW_15931,MVAr_15931,MW_15950,MVAr_15950,MW_15951,MVAr_15951,MW_15952,MVAr_15952,MW_15970,MVAr_15970,MW_15971,MVAr_15971,MW_15972,MVAr_15972,MW_15973,MVAr_15973,MW_159400,MVAr_159400,MW_159402,MVAr_159402,MW_169900,MVAr_169900,MW_169904,MVAr_169904
2024-11-10 06:00:00,2.08,-0.47,2.55,-0.46,4.33,-1.18,5.59,1.63,4.38,-0.35,4.05,-0.36,3.53,-0.22,2.57,-0.29,4.31,-0.24,17.09,-4.82,17.09,-4.82,0.00,0.00,0.00,0.67
2024-11-10 06:30:00,2.23,-0.44,2.79,-0.41,4.33,-1.22,5.70,1.66,4.47,-0.33,4.37,-0.32,3.63,-0.22,2.80,-0.22,4.35,-0.24,17.86,-4.57,17.86,-4.57,0.00,0.00,0.00,0.67
2024-11-10 07:00:00,2.25,-0.44,2.81,-0.36,4.53,-1.19,5.86,1.71,4.69,-0.26,4.59,-0.32,3.70,-0.22,2.85,-0.22,4.56,-0.26,18.50,-4.36,18.50,-4.36,0.00,0.00,0.00,0.67
2024-11-10 07:30:00,2.34,-0.44,2.91,-0.33,4.73,-1.19,6.17,1.80,4.65,-0.33,4.73,-0.29,3.81,-0.22,2.85,-0.22,4.70,-0.23,19.12,-4.28,19.12,-4.28,0.00,0.00,0.00,0.67
2024-11-10 08:00:00,2.40,-0.41,3.09,-0.33,5.12,-1.17,6.53,1.90,4.79,-0.30,4.75,-0.25,3.96,-0.22,2.95,-0.22,4.82,-0.23,19.84,-4.08,19.84,-4.08,0.00,0.00,0.00,0.00
2024-11-10 08:30:00,2.66,-0.41,3.36,-0.33,5.48,-1.17,7.12,2.08,4.96,-0.22,5.13,-0.23,4.19,0.00,3.21,0.00,5.08,-0.23,21.30,-3.70,21.30,-3.70,0.00,0.00,0.00,0.67
2024-11-10 09:00:00,2.81,-0.38,3.71,-0.33,6.05,-1.10,7.55,2.20,5.06,-0.22,5.51,-0.23,4.44,0.00,3.48,0.00,5.39,-0.23,22.87,-3.46,22.87,-3.46,0.00,0.00,0.00,0.67
2024-11-10 09:30:00,2.93,-0.38,4.09,-0.33,6.78,-0.97,7.93,2.31,5.23,-0.22,5.98,-0.25,4.69,0.00,3.60,0.00,5.74,-0.23,24.28,-3.30,24.28,-3.30,0.00,0.00,0.00,0.67
2024-11-10 10:00:00,3.06,-0.38,4.30,-0.27,7.42,-0.95,8.19,2.39,5.20,-0.22,6.03,-0.22,4.89,0.00,3.88,0.00,6.00,0.00,25.21,-3.02,25.21,-3.02,0.00,0.00,0.00,0.67
2024-11-10 10:30:00,3.26,-0.35,4.42,-0.27,7.85,-0.95,8.32,2.43,5.22,-0.25,6.29,-0.22,4.84,0.00,3.71,0.00,6.24,0.00,25.71,-2.79,25.71,-2.79,0.00,0.00,0.00,0.00
2024-11-10 11:00:00,3.43,-0.33,4.53,-0.27,8.16,-0.86,8.71,2.54,5.41,0.00,6.46,0.00,4.98,0.00,3.89,0.00,6.45,0.00,26.70,-2.54,26.70,-2.54,0.00,0.00,0.00,0.67
2024-11-10 11:30:00,3.48,-0.33,4.37,-0.29,8.49,-0.84,8.84,2.58,5.31,-0.22,6.73,0.00,5.06,0.00,3.84,0.00,6.53,0.00,26.86,-2.54,26.86,-2.54,0.00,0.00,0.00,0.67
2024-11-10 12:00:00,3.48,-0.30,4.37,-0.34,8.49,-0.84,9.02,2.63,5.38,-0.22,6.86,0.00,5.17,0.00,3.93,0.22,6.62,0.22,27.29,-2.46,27.29,-2.46,0.00,0.00,0.00,0.67
2024-11-10 12:30:00,3.48,-0.30,4.51,-0.36,8.71,-0.84,8.88,2.59,5.42,0.00,6.73,0.00,5.17,0.00,3.93,0.00,6.67,0.22,27.27,-2.54,27.27,-2.54,0.00,0.00,0.00,0.67
2024-11-10 13:00:00,3.60,-0.30,4.73,-0.36,8.73,-0.84,8.90,2.59,5.24,-0.23,6.69,0.00,5.11,0.00,4.04,0.00,6.81,0.22,27.45,-2.55,27.45,-2.55,0.00,0.00,0.00,0.67
2024-11-10 13:30:00,3.51,-0.30,4.47,-0.36,8.85,-0.84,8.88,2.59,5.08,-0.23,6.54,0.00,5.06,0.00,4.01,0.22,6.66,0.00,26.92,-2.58,26.92,-2.58,0.00,0.00,0.00,0.67
2024-11-10 14:00:00,3.44,-0.34,4.50,-0.39,8.70,-0.84,9.09,2.65,5.18,-0.23,6.72,0.00,5.22,0.00,4.05,0.22,6.68,0.22,27.34,-2.52,27.34,-2.52,0.00,0.00,0.00,0.67
2024-11-10 14:30:00,3.55,-0.37,4.69,-0.42,8.80,-0.84,9.10,2.66,5.27,0.00,6.78,0.00,5.18,0.00,4.15,0.22,6.78,0.00,27.63,-2.48,27.63,-2.48,0.00,0.00,0.00,0.67
2024-11-10 15:00:00,3.60,-0.37,4.67,-0.42,8.80,-0.89,9.08,2.65,5.29,-0.22,6.70,0.00,5.25,0.00,4.18,0.00,6.78,0.22,27.69,-2.54,27.69,-2.54,0.00,0.00,0.00,0.67
2024-11-10 15:30:00,3.57,-0.37,4.75,-0.40,8.85,-0.89,8.89,2.59,5.29,-0.25,6.81,0.00,5.20,0.00,4.11,0.00,6.69,0.22,27.52,-2.75,27.52,-2.75,0.00,0.00,0.00,0.67
2024-11-10 16:00:00,3.67,-0.33,4.89,-0.38,8.88,-0.94,9.20,2.68,5.29,-0.25,6.76,0.00,5.32,0.00,4.21,0.00,6.79,0.00,28.02,-2.64,28.02,-2.64,0.00,0.00,0.00,0.67
2024-11-10 16:30:00,3.67,-0.37,4.80,-0.38,9.07,-0.94,9.38,2.74,5.33,-0.25,6.91,0.00,5.28,0.00,4.33,0.00,6.85,0.00,28.34,-2.70,28.34,-2.70,0.00,0.00,0.00,0.67
2024-11-10 17:00:00,3.81,-0.39,4.90,-0.46,9.26,-0.94,9.80,2.86,5.62,-0.25,7.49,0.00,5.57,0.00,4.57,0.22,7.09,0.00,29.78,-2.51,29.78,-2.51,0.00,0.00,0.00,0.67
2024-11-10 17:30:00,3.78,-0.35,5.10,-0.40,9.81,-0.92,9.86,2.88,5.65,-0.28,7.49,0.00,5.62,0.00,4.60,0.00,7.14,0.00,30.03,-2.55,30.03,-2.55,0.00,0.00,0.00,0.67
2024-11-10 18:00:00,3.68,-0.35,5.04,-0.43,9.90,-0.87,9.80,2.86,5.65,-0.35,7.32,0.00,5.67,0.00,4.49,-0.22,7.06,0.00,29.66,-2.73,29.66,-2.73,0.00,0.00,0.00,0.67
2024-11-10 18:30:00,3.48,-0.35,4.90,-0.43,9.65,-0.92,9.44,2.75,5.55,-0.32,7.19,-0.22,5.65,0.00,4.15,-0.22,6.85,0.00,28.82,-2.97,28.82,-2.97,0.00,0.00,0.00,0.67
2024-11-10 19:00:00,3.46,-0.32,4.77,-0.43,9.43,-0.99,9.43,2.75,5.51,-0.34,6.98,-0.22,5.55,0.00,4.07,-0.22,6.65,-0.22,28.29,-3.16,28.29,-3.16,0.00,0.00,0.00,0.67
2024-11-10 19:30:00,3.44,-0.32,4.69,-0.43,9.24,-1.01,9.35,2.73,5.42,-0.34,6.84,-0.22,5.36,0.00,4.00,-0.22,6.62,-0.22,27.90,-3.22,27.90,-3.22,0.00,0.00,0.00,0.67
2024-11-10 20:00:00,3.31,-0.32,4.52,-0.47,9.14,-1.01,9.06,2.64,5.48,-0.38,6.65,-0.22,5.22,0.00,3.93,-0.22,6.44,-0.22,27.08,-3.44,27.08,-3.44,0.00,0.00,0.00,0.67
2024-11-10 20:30:00,3.23,-0.35,4.46,-0.50,8.62,-1.06,8.86,2.58,5.34,-0.38,6.49,-0.22,5.14,0.00,3.78,-0.24,6.51,-0.22,26.54,-3.62,26.54,-3.62,0.00,0.00,0.00,0.67
2024-11-10 21:00:00,3.13,-0.28,4.41,-0.50,8.37,-1.10,8.69,2.54,5.23,-0.35,6.32,-0.22,5.14,0.00,3.58,-0.26,6.36,-0.25,25.84,-3.64,25.84,-3.64,0.00,0.00,0.00,0.67
2024-11-10 21:30:00,3.13,-0.31,4.11,-0.50,7.90,-1.10,8.35,2.44,5.13,-0.38,6.03,-0.24,5.00,0.00,3.36,-0.28,6.12,-0.25,24.82,-3.91,24.82,-3.91,0.00,0.00,0.00,0.67
2024-11-10 22:00:00,2.98,-0.31,3.82,-0.56,7.54,-1.19,7.89,2.30,5.03,-0.38,5.82,-0.24,4.75,0.00,3.30,-0.32,5.88,-0.25,23.67,-4.07,23.67,-4.07,0.00,0.00,0.00,0.67
2024-11-10 22:30:00,2.82,-0.28,3.62,-0.45,7.02,-1.19,7.75,2.26,4.93,-0.37,5.85,-0.24,4.51,0.00,3.08,-0.30,5.62,-0.25,22.74,-3.98,22.74,-3.98,0.00,0.00,0.00,0.67
2024-11-10 23:00:00,2.72,-0.28,3.47,-0.41,6.47,-1.19,7.26,2.12,4.77,-0.39,5.61,-0.24,4.30,-0.22,3.02,-0.30,5.31,-0.25,21.60,-4.18,21.60,-4.18,0.00,0.00,0.00,0.67
2024-11-10 23:30:00,2.60,-0.28,3.24,-0.44,5.91,-1.23,6.89,2.01,4.71,-0.45,5.42,-0.24,4.16,-0.22,2.84,-0.30,5.02,-0.28,20.56,-4.32,20.56,-4.32,0.00,0.00,0.00,0.67
2024-11-11 00:00:00,2.48,-0.28,3.11,-0.41,5.40,-1.27,6.67,1.95,4.48,-0.47,5.10,-0.26,4.05,-0.22,2.68,-0.30,4.78,-0.25,19.69,-4.40,19.69,-4.40,0.00,0.00,0.00,0.67
2024-11-11 00:30:00,2.39,-0.28,2.98,-0.41,5.19,-1.27,6.58,1.92,4.41,-0.50,5.01,-0.26,4.05,-0.22,2.59,-0.33,4.85,-0.25,19.27,-4.45,19.27,-4.45,0.00,0.00,0.00,0.67
2024-11-11 01:00:00,2.37,-0.28,2.90,-0.41,4.95,-1.27,6.65,1.94,4.49,-0.42,5.03,-0.26,4.03,-0.22,2.62,-0.33,4.87,-0.25,19.32,-4.44,19.32,-4.44,0.00,0.00,0.00,0.67
2024-11-11 01:30:00,2.37,-0.31,2.77,-0.45,4.88,-1.21,6.59,1.92,4.46,-0.42,4.97,-0.26,3.95,-0.22,2.59,-0.30,4.75,-0.29,18.98,-4.44,18.98,-4.44,0.00,0.00,0.00,0.67
2024-11-11 02:00:00,2.32,-0.31,2.66,-0.43,4.74,-1.21,6.41,1.87,4.41,-0.42,4.83,-0.26,3.90,-0.22,2.55,-0.28,4.67,-0.26,18.54,-4.47,18.54,-4.47,0.00,0.00,0.00,0.67
2024-11-11 02:30:00,2.22,-0.31,2.66,-0.43,4.55,-1.21,6.21,1.81,4.41,-0.42,4.78,-0.26,3.87,-0.22,2.55,-0.28,4.59,-0.29,18.24,-4.61,18.24,-4.61,0.00,0.00,0.00,0.67
2024-11-11 03:00:00,2.19,-0.31,2.68,-0.39,4.44,-1.21,6.16,1.80,4.50,-0.38,4.72,-0.26,3.80,-0.22,2.60,-0.28,4.46,-0.33,18.12,-4.55,18.12,-4.55,0.00,0.00,0.00,0.67
2024-11-11 03:30:00,2.29,-0.31,2.59,-0.39,4.31,-1.23,6.17,1.80,4.64,-0.33,4.62,-0.26,3.80,-0.22,2.55,-0.32,4.37,-0.29,18.01,-4.54,18.01,-4.54,0.00,0.00,0.00,0.67
2024-11-11 04:00:00,2.21,-0.35,2.63,-0.39,4.21,-1.23,6.15,1.79,4.68,-0.29,4.57,-0.31,3.74,-0.22,2.59,-0.32,4.47,-0.29,17.99,-4.54,17.99,-4.54,0.00,0.00,0.00,0.67
2024-11-11 04:30:00,2.25,-0.30,2.65,-0.36,4.14,-1.26,6.47,1.89,4.77,-0.27,4.61,-0.27,3.79,-0.22,2.59,-0.30,4.71,-0.25,18.46,-4.35,18.46,-4.35,0.00,0.00,0.00,0.67
2024-11-11 05:00:00,2.21,-0.28,2.71,-0.36,4.24,-1.21,6.71,1.96,4.83,-0.25,4.83,-0.27,3.85,-0.22,2.67,-0.26,4.91,-0.22,18.94,-4.16,18.94,-4.16,0.00,0.00,0.00,0.67
2024-11-11 05:30:00,2.73,-0.23,2.90,-0.33,4.30,-1.12,7.23,2.11,7.33,1.01,5.07,-0.22,3.93,-0.22,2.89,-0.26,5.26,0.25,21.46,-3.16,21.46,-3.16,0.00,0.00,0.00,0.67
2024-11-11 06:00:00,3.28,0.15,3.19,-0.31,4.68,-1.12,7.74,2.26,8.02,1.34,5.22,-0.22,4.13,-0.22,3.31,0.22,5.93,0.36,23.42,-2.36,23.42,-2.36,0.00,0.00,0.00,0.67
2024-11-11 06:30:00,3.25,0.15,4.10,0.26,5.02,-1.06,9.04,2.64,9.90,1.86,6.02,0.00,4.58,0.00,4.22,0.42,6.83,0.43,27.55,-0.69,27.55,-0.69,0.00,0.00,0.00,0.67
2024-11-11 07:00:00,3.70,0.30,4.53,0.37,6.10,-0.78,10.06,2.94,12.64,2.56,6.63,0.22,5.15,0.00,5.09,0.73,7.44,0.55,31.70,1.00,31.70,1.00,0.00,0.00,0.00,0.67
2024-11-11 07:30:00,4.28,0.68,5.02,0.59,7.01,-0.63,11.14,3.25,13.32,2.95,7.15,0.30,5.15,0.00,6.07,1.07,7.44,0.55,35.16,2.78,35.16,2.78,0.00,0.00,0.00,0.67
2024-11-11 08:00:00,5.07,0.95,5.43,0.67,8.28,-0.39,11.79,3.44,13.60,3.50,7.42,0.38,5.70,0.23,6.77,1.36,8.17,0.80,37.76,4.40,37.76,4.40,0.00,0.00,0.00,0.67
2024-11-11 08:30:00,5.07,0.95,5.43,0.67,8.86,0.38,11.70,3.41,14.40,3.68,7.47,0.41,6.01,0.23,6.94,1.41,8.67,0.90,40.37,5.56,40.37,5.56,0.00,0.00,0.00,0.67
2024-11-11 09:00:00,5.03,1.07,5.63,0.73,9.10,0.38,11.81,3.45,14.57,3.73,7.52,0.41,6.34,0.26,7.08,1.51,9.04,0.99,40.92,5.95,40.92,5.95,0.00,0.00,0.00,0.67
2024-11-11 09:30:00,5.03,1.12,5.71,0.88,9.04,0.45,11.91,3.47,13.97,3.76,7.52,0.41,6.64,0.30,7.08,1.51,9.27,1.05,41.46,6.16,41.46,6.16,0.00,0.00,0.00,0.67
2024-11-11 10:00:00,5.24,1.12,5.91,0.88,9.40,0.48,11.95,3.48,14.09,3.76,7.59,0.38,6.94,0.30,7.33,1.54,9.66,1.12,41.54,6.14,41.54,6.14,0.00,0.00,0.00,0.67
2024-11-11 10:30:00,5.67,1.26,6.05,0.96,9.30,0.52,11.98,3.49,13.62,3.48,7.66,0.35,6.91,0.28,7.27,1.46,9.75,1.22,42.04,5.99,42.04,5.99,0.00,0.00,0.00,0.67
2024-11-11 11:00:00,5.98,1.23,6.54,1.12,9.60,0.56,12.18,3.55,14.49,3.96,7.66,0.35,7.02,0.30,7.27,1.46,9.92,1.20,42.84,6.94,42.84,6.94,0.00,0.00,0.00,0.67
2024-11-11 11:30:00,5.77,1.26,6.54,1.17,9.66,0.56,12.21,3.56,14.70,4.00,7.76,0.51,7.00,0.33,7.43,1.69,10.14,1.41,43.14,7.11,43.14,7.11,0.00,0.00,0.00,0.67
2024-11-11 12:00:00,6.18,1.36,6.57,1.19,9.59,0.53,12.26,3.58,15.04,4.08,7.76,0.49,6.97,0.36,7.40,1.66,10.26,1.47,42.84,7.21,42.84,7.21,0.00,0.00,0.00,0.67
2024-11-11 12:30:00,6.37,1.49,6.45,1.19,9.64,0.53,11.97,3.49,14.47,3.96,7.76,0.49,7.01,0.36,7.48,1.70,10.38,1.57,41.22,6.46,41.22,6.46,0.00,0.00,0.00,0.67
2024-11-11 13:00:00,5.89,1.11,6.42,1.09,9.49,0.46,12.19,3.56,12.45,3.48,7.65,0.39,6.96,0.36,7.45,1.63,10.33,1.52,40.53,5.97,40.53,5.97,0.00,0.00,0.00,0.67
2024-11-11 13:30:00,5.38,0.80,6.55,1.30,9.60,0.49,12.32,3.59,13.51,3.58,7.79,0.36,6.98,0.36,7.17,1.43,10.33,1.57,40.64,5.86,40.64,5.86,0.00,0.00,0.00,0.67
2024-11-11 14:00:00,5.38,0.80,6.55,1.30,9.57,0.52,12.18,3.55,14.36,3.84,7.69,0.42,6.98,0.36,7.13,1.52,10.01,1.35,41.30,6.14,41.30,6.14,0.00,0.00,0.00,0.67
2024-11-11 14:30:00,5.19,0.80,6.39,1.25,9.48,0.44,12.19,3.56,13.07,3.70,7.69,0.42,6.91,0.36,7.13,1.52,9.90,1.29,41.00,5.88,41.00,5.88,0.00,0.00,0.00,0.67
2024-11-11 15:00:00,5.05,0.72,6.31,1.18,9.48,0.44,12.05,3.51,12.84,3.53,7.75,0.37,6.84,0.36,6.83,1.39,9.68,1.20,40.54,5.58,40.54,5.58,0.00,0.00,0.00,0.67
2024-11-11 15:30:00,4.89,0.62,5.99,0.78,9.51,0.47,11.85,3.46,12.33,3.29,7.68,0.39,6.63,0.29,6.38,1.06,9.57,1.12,39.82,4.89,39.82,4.89,0.00,0.00,0.00,0.67
2024-11-11 16:00:00,4.89,0.62,5.99,0.78,9.49,0.47,12.19,3.56,11.83,2.89,7.68,0.39,6.63,0.29,6.38,1.06,9.44,1.05,40.21,4.41,40.21,4.41,0.00,0.00,0.00,0.67
2024-11-11 16:30:00,4.91,0.64,6.20,0.62,9.96,0.38,12.48,3.64,11.09,2.37,8.05,0.37,6.67,0.27,6.38,0.99,9.44,1.05,38.78,3.47,38.78,3.47,0.00,0.00,0.00,0.67
2024-11-11 17:00:00,4.59,0.38,6.68,0.51,10.56,-0.45,13.03,3.80,10.41,2.02,8.87,0.37,6.67,0.22,6.10,0.66,9.85,0.76,40.85,3.07,40.85,3.07,0.00,0.00,0.00,0.67
2024-11-11 17:30:00,4.59,0.38,6.68,0.51,11.18,-0.45,12.80,3.73,8.98,1.34,8.87,0.37,6.93,0.22,6.10,0.66,9.80,0.63,11.94,-2.87,11.94,-2.87,0.00,0.00,0.00,0.67
2024-11-11 18:00:00,4.15,0.28,6.44,0.50,11.50,-0.45,12.25,3.57,8.21,0.88,8.98,0.31,6.68,0.00,5.77,0.44,9.34,0.55,0.74,-5.18,0.74,-5.18,0.00,0.00,27.54,5.33
2024-11-11 18:30:00,4.15,0.28,6.44,0.50,10.88,-0.71,11.82,3.45,7.87,0.85,8.98,0.31,6.68,0.00,5.77,0.44,9.34,0.55,-0.21,-5.80,-0.21,-5.80,0.00,0.00,36.34,5.33
2024-11-11 19:00:00,4.37,0.00,5.90,0.42,10.46,-0.71,11.52,3.36,7.93,1.00,8.66,0.24,6.55,0.00,5.32,0.29,8.85,0.40,32.28,-0.53,32.28,-0.53,0.00,0.00,11.33,1.40
2024-11-11 19:30:00,4.05,-0.21,5.72,0.42,10.30,-0.77,11.25,3.28,7.75,0.90,8.54,0.24,6.32,0.00,5.22,0.26,8.83,0.48,34.47,-0.32,34.47,-0.32,0.00,0.00,0.00,0.67
2024-11-11 20:00:00,3.89,-0.23,5.60,0.42,10.01,-0.86,10.88,3.18,7.73,0.90,8.29,0.24,6.00,0.00,4.99,0.26,8.70,0.58,33.24,-0.50,33.24,-0.50,0.00,0.00,0.00,0.67
2024-11-11 20:30:00,3.84,-0.25,5.66,0.42,9.32,-0.86,10.68,3.12,7.59,0.90,7.91,0.24,5.92,0.00,4.97,0.24,8.48,0.46,32.60,-0.78,32.60,-0.78,0.00,0.00,0.00,0.67
2024-11-11 21:00:00,3.68,-0.25,5.51,0.44,9.06,-0.93,10.40,3.03,7.51,0.90,7.63,0.22,5.81,0.00,4.82,0.24,8.14,0.41,31.58,-0.91,31.58,-0.91,0.00,0.00,0.00,0.67
2024-11-11 21:30:00,3.59,-0.25,5.39,0.41,8.56,-0.97,9.96,2.91,7.19,0.82,7.19,0.00,5.62,0.00,4.55,0.24,7.91,0.39,30.28,-1.36,30.28,-1.36,0.00,0.00,0.00,0.67
2024-11-11 22:00:00,3.37,-0.27,5.02,0.36,8.04,-1.05,9.39,2.74,6.92,0.81,6.81,0.00,5.38,0.00,4.26,0.24,7.48,0.32,28.58,-1.84,28.58,-1.84,0.00,0.00,0.00,0.67
2024-11-11 22:30:00,3.05,-0.24,4.74,0.30,7.48,-1.07,8.68,2.53,6.83,0.85,6.44,0.00,5.12,0.00,3.82,0.00,7.04,0.24,26.89,-2.12,26.89,-2.12,0.00,0.00,0.00,0.67
2024-11-11 23:00:00,2.94,-0.24,4.44,0.30,6.97,-1.10,8.05,2.35,6.67,0.89,6.17,-0.22,4.83,0.00,3.71,0.00,6.62,0.24,25.46,-2.30,25.46,-2.30,0.00,0.00,0.00,0.67
2024-11-11 23:30:00,2.77,-0.26,4.04,0.24,6.44,-1.08,7.67,2.24,6.42,0.75,5.72,-0.22,4.67,0.00,3.52,0.00,6.22,0.24,23.98,-2.71,23.98,-2.71,0.00,0.00,0.00,0.67
2024-11-12 00:00:00,2.61,-0.26,3.80,0.24,5.91,-1.12,7.56,2.21,6.33,0.75,5.46,-0.22,4.34,-0.22,3.39,0.00,6.00,0.00,23.02,-2.89,23.02,-2.89,0.00,0.00,0.00,0.67
2024-11-12 00:30:00,2.50,-0.26,3.71,0.24,5.51,-1.16,7.27,2.12,6.33,0.75,5.28,-0.22,4.29,-0.22,3.29,0.00,6.10,0.00,22.52,-3.06,22.52,-3.06,0.00,0.00,0.00,0.67
2024-11-12 01:00:00,2.50,-0.30,3.58,0.22,5.30,-1.16,7.26,2.12,6.37,0.69,5.21,-0.22,4.29,-0.22,3.29,-0.22,6.10,0.00,22.42,-3.26,22.42,-3.26,0.00,0.00,0.00,0.67
2024-11-12 01:30:00,2.50,-0.30,3.41,0.22,5.24,-1.17,6.92,2.02,6.22,0.69,5.15,-0.22,4.23,-0.22,3.21,-0.22,5.93,-0.22,21.81,-3.28,21.81,-3.28,0.00,0.00,0.00,0.67
2024-11-12 02:00:00,2.47,-0.28,3.30,0.22,5.07,-1.17,6.96,2.03,6.04,0.57,4.97,-0.22,4.20,-0.22,3.27,0.00,5.69,0.00,21.42,-3.34,21.42,-3.34,0.00,0.00,0.00,0.67
2024-11-12 02:30:00,2.38,-0.30,3.24,0.22,4.98,-1.17,6.71,1.96,6.13,0.71,4.79,-0.22,4.24,0.00,3.27,0.00,5.58,0.00,21.02,-3.33,21.02,-3.33,0.00,0.00,0.00,0.67
2024-11-12 03:00:00,2.32,-0.33,3.18,0.22,4.78,-1.14,6.73,1.96,6.18,0.71,4.82,-0.22,4.31,0.00,3.29,0.00,5.64,0.00,21.08,-3.28,21.08,-3.28,0.00,0.00,0.00,0.67
2024-11-12 03:30:00,2.36,-0.33,3.16,-0.08,4.68,-1.14,6.80,1.98,6.31,0.71,4.85,-0.24,4.25,-0.22,3.23,-0.22,5.52,-0.22,21.03,-3.38,21.03,-3.38,0.00,0.00,0.00,0.67
2024-11-12 04:00:00,2.31,-0.36,3.27,-0.02,4.63,-1.14,6.69,1.95,6.16,0.39,4.82,-0.22,4.27,0.00,3.21,-0.22,5.35,-0.22,20.79,-3.52,20.79,-3.52,0.00,0.00,0.00,0.67
2024-11-12 04:30:00,2.43,-0.31,3.24,0.15,4.63,-1.15,6.80,1.98,6.01,0.51,4.89,-0.22,4.27,0.00,3.23,0.00,5.41,0.00,20.92,-3.40,20.92,-3.40,0.00,0.00,0.00,0.00
2024-11-12 05:00:00,2.73,-0.29,3.24,0.20,4.64,-1.15,7.13,2.08,6.29,0.74,4.98,-0.22,4.34,0.00,3.34,0.00,5.41,0.23,21.53,-3.20,21.53,-3.20,0.00,0.00,0.00,0.00
2024-11-12 05:30:00,3.04,-0.18,3.51,0.22,4.64,-1.17,7.91,2.31,8.46,1.42,5.21,-0.22,4.47,0.00,3.43,0.00,6.02,0.31,24.05,-2.18,24.05,-2.18,0.00,0.00,0.00,0.67
2024-11-12 06:00:00,3.06,0.02,3.69,0.22,4.98,-1.12,8.45,2.47,9.26,1.68,5.45,-0.22,4.54,0.00,3.70,0.23,6.47,0.41,25.58,-1.60,25.58,-1.60,0.00,0.00,0.00,0.67
2024-11-12 06:30:00,3.44,0.24,4.39,0.61,5.44,-1.02,9.66,2.82,10.65,2.10,6.33,0.23,5.03,0.00,4.56,0.52,7.22,0.57,29.42,0.10,29.42,0.10,0.00,0.00,0.00,0.67
2024-11-12 07:00:00,4.28,0.45,4.95,0.92,6.41,-0.80,10.76,3.14,13.47,2.88,6.94,0.25,5.56,0.00,5.48,0.85,7.22,0.57,34.04,2.03,34.04,2.03,0.00,0.00,0.00,0.67
2024-11-12 07:30:00,4.28,0.45,4.95,0.92,7.35,-0.63,11.65,3.40,13.91,3.20,7.46,0.36,5.56,0.00,6.49,1.21,7.99,0.79,36.74,3.37,36.74,3.37,0.00,0.00,0.00,0.67
2024-11-12 08:00:00,4.31,0.52,5.29,0.87,8.62,-0.35,12.34,3.60,14.22,3.63,7.46,0.36,5.88,0.24,6.49,1.21,8.48,0.92,39.63,5.18,39.63,5.18,0.00,0.00,0.00,0.00
2024-11-12 08:30:00,4.90,0.70,5.81,1.08,9.54,0.47,12.67,3.70,14.10,3.70,7.54,0.41,6.21,0.24,7.10,1.51,8.91,1.09,41.12,6.02,41.12,6.02,0.00,0.00,0.00,0.00
2024-11-12 09:00:00,5.21,0.86,6.09,1.18,9.70,0.51,12.77,3.72,15.20,3.94,8.02,0.41,6.59,0.28,7.56,1.64,9.32,1.21,41.40,6.32,41.40,6.32,0.00,0.00,0.00,0.67
2024-11-12 09:30:00,5.14,0.86,6.19,1.20,9.54,0.48,13.07,3.81,14.47,4.01,7.86,0.46,6.85,0.31,7.60,1.67,9.42,1.21,41.92,6.56,41.92,6.56,0.00,0.00,0.00,0.00
2024-11-12 10:00:00,5.66,0.95,6.44,1.23,9.71,0.52,12.97,3.78,14.21,3.80,7.96,0.46,7.12,0.34,7.47,1.67,9.81,1.28,41.92,6.38,41.92,6.38,0.00,0.00,0.00,0.67
2024-11-12 10:30:00,5.58,0.95,6.54,1.30,9.75,0.54,12.71,3.71,13.90,3.57,7.96,0.46,7.21,0.34,7.45,1.55,10.14,1.31,41.20,5.70,41.20,5.70,0.00,0.00,0.00,0.67
2024-11-12 11:00:00,5.12,0.68,6.56,1.18,10.01,0.54,12.92,3.77,14.79,4.04,7.82,0.46,7.42,0.34,7.14,1.50,10.02,1.19,43.04,6.82,43.04,6.82,0.00,0.00,0.00,0.67
2024-11-12 11:30:00,6.03,1.01,6.56,1.21,10.08,0.58,12.81,3.74,14.98,4.14,8.08,0.54,7.40,0.34,8.02,1.79,10.41,1.46,43.48,7.14,43.48,7.14,0.00,0.00,0.00,0.67
2024-11-12 12:00:00,6.03,1.03,6.67,1.21,10.11,0.58,12.84,3.74,15.54,4.18,8.08,0.54,7.37,0.34,7.57,1.63,10.60,1.52,44.49,7.54,44.49,7.54,0.00,0.00,0.00,0.67
2024-11-12 12:30:00,5.75,0.97,6.56,1.24,10.05,0.58,12.58,3.67,14.68,4.03,8.18,0.58,7.24,0.31,7.66,1.77,10.23,1.35,44.04,7.12,44.04,7.12,0.00,0.00,0.00,0.67
2024-11-12 13:00:00,6.14,1.08,6.64,1.24,9.88,0.41,12.92,3.77,12.68,3.67,8.19,0.66,7.24,0.35,7.59,1.74,10.33,1.29,42.71,6.66,42.71,6.66,0.00,0.00,0.00,0.75
2024-11-12 13:30:00,5.80,0.94,6.73,1.17,9.88,0.47,12.83,3.74,13.03,3.57,8.19,0.66,7.20,0.35,7.59,1.74,10.33,1.37,41.94,6.28,41.94,6.28,0.00,0.00,0.97,0.75
2024-11-12 14:00:00,5.28,0.73,6.71,1.19,9.98,0.52,12.60,3.68,15.24,3.96,7.97,0.54,7.35,0.38,7.25,1.58,10.52,1.35,42.78,6.52,42.78,6.52,0.00,0.00,0.00,0.67
