NESO BMU ID,SETT UNIT ID,CRM UNIT CAT,BMRS FUEL TYPE,REG FUEL TYPE,REG TYPE,DGB FLG,GC OC2,,Updated: 20/05/2026
IFG-EOSE1,I_IFG-EOSE1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-EPCO1,I_IFG-EPCO1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-ERVA1,I_IFG-ERVA1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-ETSA1,I_IFG-ETSA1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-EWII1,I_IFG-EWII1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-EWSE1,I_IFG-EWSE1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-EXXO1,I_IFG-EXXO1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-EZCO1,I_IFG-EZCO1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-EZPD1,I_IFG-EZPD1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-FLEX1,I_IFG-FLEX1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-FPCD1,I_IFG-FPCD1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-GASE1,I_IFG-GASE1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-GAZP1,I_IFG-GAZP1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-GDFE1,I_IFG-GDFE1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-GENI1,I_IFG-GENI1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-GLEN1,I_IFG-GLEN1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-GLTR1,I_IFG-GLTR1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-GRMC1,I_IFG-GRMC1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-GRMT1,I_IFG-GRMT1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-HART1,I_IFG-HART1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-HELI1,I_IFG-HELI1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-IBER1,I_IFG-IBER1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-IBES1,I_IFG-IBES1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-IDCT1,I_IFG-IDCT1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-IMPT1,I_IFG-IMPT1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-INCM1,I_IFG-INCM1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-INNE1,I_IFG-INNE1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-JPMS1,I_IFG_JPMS1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-JPMV1,I_IFG-JPMV1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-JWME1,I_IFG-JWME1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-KCST1,I_IFG-KCST1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-KVAS1,I_IFG-KVAS1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-LTFD1,I_IFG-LTFD1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-MCRA1,I_IFG-MCRA1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-MELT1,I_IFG_METL1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-MFTE1,I_IFG-MFTE1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-MKFT1,I_IFG-MKFT1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-MQBK1,I_IFG-MQBK1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-MQBN1,I_IFG-MQBN1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-MSCG1,I_IFG-MSCG1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-NBCF1,I_IFG-NBCF1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-NEAS1,I_IFG-NEAS1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-NEHO1,I_IFG-NEHO1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-NEXE1,I_IFG-NEXE1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-NITR1,I_IFG-NITR1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-NORL1,I_IFG-NORL1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-NTPL1,I_IFG-NTPL1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-NUON1,I_IFG-NUON1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-OMPX1,I_IFG-OMPX1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-OPMX1,I_IFG-OPMX1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-OUTL1,I_IFG-OUTL1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-PEAK1,I_IFG-PEAK1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-PETC1,I_IFG-PETC1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-POWT1,I_IFG-POWT1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-PWMR1,I_IFG-PWMR1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-QTPT1,I_IFG-QTPT1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-QUAR1,I_IFG-QUAR1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-QUEN1,I_IFG-QUEN1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-RBOS1,I_IFG_RBOS1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-RESP1,I_IFG-RESP1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-RISQ1,I_IFG-RISQ1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-RWES1,I_IFG-RWES1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-SEAG1,I_IFG-SEAG1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-SECF1,I_IFG-SECF1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-SEME1,I_IFG-SEME1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-SETL1,I_IFG-SETL1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-SIRI1,I_IFG-SIRI1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-SSEG1,I_IFG-SSEG1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-STAT1,I_IFG-STAT1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-STGS1,I_IFG-STGS1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-TFEE1,I_IFG-TFEE1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-TILD1,I_IFG-TILD1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-TRFD1,I_IFG-TRFD1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-TRFG1,I_IFG-TRFG1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-TRGY1,I_IFG-TRGY1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-TRLS1,I_IFG-TRLS1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-TRSI1,I_IFG-TRSI1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-VOLT1,I_IFG-VOLT1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-VSAL1,I_IFG-VSAL1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-VTFS1,I_IFG-VTFS1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-VTUS1,I_IFG-VTUS1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-WOLF1,I_IFG-WOLF1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-XNEN1,,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IFG-XNON1,I_IFG-XNON1,Primary BMU,INTFR,INTERCONNECTOR,BMU,Generation Unit,,,
IGD-STAT1,I_IGD-STAT1,Primary BMU,INTGRNL,INTERCONNECTOR,BMU,Demand Unit,,,
IGG-STAT1,I_IGG-STAT1,Primary BMU,INTGRNL,INTERCONNECTOR,BMU,Generation Unit,,,
IID-AXPO1,I_IID-AXPO1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-BDGS1,I_IID-BDGS1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-BGSE1,I_IID-BGSE1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-BRKF1,I_IID-BRKF1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-CAPT1,I_IID-CAPT1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-CNGS1,I_IID-CNGS1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-DSKC1,I_IID-DSKC1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-ECCA1,I_IID-ECCA1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-EGEN1,I_IID-EGEN1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-ELTR1,I_IID-ELTR1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-ENGI1,I_IID-ENGI1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-ERVA1,I_IID-ERVA1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-ESBI1,I_IID-ESBI1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-ESBI2,I_IID-ESBI2,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-ETSA1,I_IID-ETSA1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-GLTR1,I_IID-GLTR1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-INCM1,I_IID-INCM1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-LTFD1,I_IID-LTFD1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-NSEN1,I_IID-NSEN1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-PRNI1,I_IID-PRNI1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-RWES1,I_IID-RWES1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-SEEL1,I_IID-SEEL1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-SSES1,I_IID-SSES1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-STAT1,I_IID-STAT1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-TRLS1,I_IID-TRLS1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-VAYU1,I_IID-VAYU1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IID-VESL1,I_IID-VESL1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Demand Unit,,,
IIG-AXPO1,I_IIG-AXPO1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-BDGS1,I_IIG-BDGS1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-BGSE1,I_IIG-BGSE1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-BRKF1,I_IIG-BRKF1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-CAPT1,I_IIG-CAPT1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-CNGS1,I_IIG-CNGS1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-DSKC1,I_IIG-DSKC1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-ECCA1,I_IIG-ECCA1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-EGEN1,I_IIG-EGEN1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-ELTR1,I_IIG-ELTR1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-ENGI1,I_IIG-ENGI1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-ERVA1,I_IIG-ERVA1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-ESBI1,I_IIG-ESBI1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-ESBI2,I_IIG-ESBI2,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-ETSA1,I_IIG-ETSA1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-GLTR1,I_IIG-GLTR1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-INCM1,I_IIG-INCM1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-LTFD1,I_IIG-LTFD1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-NSEN1,I_IIG-NSEN1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-PRNI1,I_IIG-PRNI1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-RWES1,I_IIG-RWES1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-SEEL1,I_IIG-SEEL1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-SSES1,I_IIG-SSES1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-STAT1,I_IIG-STAT1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-TRLS1,I_IIG-TRLS1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-VAYU1,I_IIG-VAYU1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
IIG-VESL1,I_IIG-VESL1,Primary BMU,INTEW,INTERCONNECTOR,BMU,Generation Unit,,,
ILD-ALIP1,I_ILD-ALIP1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-ALPE1,I_ILD-ALPE1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-ARON1,I_ILD-ARON1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-AROS1,I_ILG-AROS1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-ARTH1,I_ILD-ARTH1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-ATLS1,I_ILD-ATLS1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-BAYW1,I_ILD-BAYW1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-BKWE1,I_ILG-BKWE1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-BPGM1,I_ILD-BPGM1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-CACM1,I_ILD-CACM1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-CBST1,I_ILD-CBST1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-CCME1,I_ILD-CCME1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-CENT1,I_ILD-CENT1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-CETL1,I_ILD-CETL1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-CEZC1,I_ILD-CEZC1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-CFPE1,I_ILD-CFPE1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-COMM1,I_ILD-COMM1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-CONS1,I_ILD-CONS1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-COPN1,I_ILD-COPN1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-CURR1,I_ILD-CURR1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-DARE1,I_ILD-DARE1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-DMCC1,I_ILD-DMCC1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-DUEN1,I_ILD-DUEN1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-DUFE1,I_ILD-DUFE1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-DVAL1,I_ILD-DVAL1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-DVTD1,I_ILD-DVTD1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-EDFT1,I_ILD-EDFT1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-EDMK1,I_ILD-EDMK1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-EENG1,I_ILD-EENG1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-ELTR1,I_ILD-ELTR1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-ENBW1,I_ILD-ENBW1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-ENGM1,I_ILD-ENGM1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-ENSC1,I_ILD-ENSC1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-ENTC1,I_ILD-ENTC1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-EPCO1,I_ILD-EPCO1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-EWII1,I_ILD-EWII1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-EXXO1,I_ILD-EXX01,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-EZCO1,I_ILD_EZCO1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-EZPD1,I_ILD-EZPD1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-FLEX1,I_ILD-FLEX1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-GENI1,I_ILD-GENI1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-GLEN1,I_ILD-GLEN1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-GNER1,I_ILD-GNER1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-GRMC1,I_ILD-GRMC1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-HART1,I_ILD-HART1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-HELI1,I_ILD-HELI1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-IMPT1,I_ILD-IMPT1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-INCM1,I_ILD-INCM1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-JWME1,I_ILD-JWME1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-MCRA1,I_ILD-MCRA1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-MFTE1,I_ILG-MFTE1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-NDPL1,I_ILD-NDPL1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-NEAS1,I_ILD-NEAS1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-NEHO1,I_ILD-NEHO1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-NITR1,I_ILD-NITR1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-NORL1,I_ILD-NORL1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-NTPL1,I_ILD-NTPL1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-OPMX1,I_ILD-OPMX1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-OUTL1,I_ILD-OUTL1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-PEAK1,I_ILD-PEAK1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-PETC1,I_ILD-PETC1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-PREP1,I_ILD-PREP1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-PWMR1,I_ILD-PWMR1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-QUAR1,I_ILD-QUAR1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-RESP1,I_ILD-RESP1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-RISQ1,I_ILD-RISQ1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-RWES1,I_ILD-RWES1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-SEFE1,I_ILD-SEFE1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-SETL1,I_ILD-SETL1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-SIRI1,I_ILD-SIRI1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-STGS1,I_ILD-STGS1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-TGPL1,I_ILD-TGPL1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-TRFD1,I_ILD-TRFD1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-TRFG1,I_ILD-TRFG1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-VOLT1,I_ILD-VOLT1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-VSAL1,I_ILD_VSAL1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILD-XNON1,I_ILD-XNON1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Demand Unit,,,
ILG_EZCO1,I_ILG-EZCO1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-ALIP1,I_ILG-ALIP1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-ALPE1,I_ILG-ALPE1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-ARON1,I_ILG-ARON1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-AROS1,I_ILG-AROS1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-ARTH1,I_ILG-ARTH1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-ATLS1,I_ILG-ATLS1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-BAYW1,I_ILG-BAYW1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-BKWE1,I_ILG-BKWE1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-BPGM1,I_ILG-BPGM1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-CACM1,I_ILG-CACM1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-CBST1,I_ILG-CBST1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-CCME1,I_ILG-CCME1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-CENT1,I_ILG-CENT1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-CETL1,I_ILG-CETL1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-CEZC1,I_ILG-CEZC1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-CFPE1,I_ILG-CFPE1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-COMM1,I_ILG-COMM1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-CONS1,I_ILG-CONS1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-COPN1,I_ILG-COPN1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
