NESO BMU ID,SETT UNIT ID,CRM UNIT CAT,BMRS FUEL TYPE,REG FUEL TYPE,REG TYPE,DGB FLG,GC OC2,,Updated: 20/05/2026
ILG-CURR1,I_ILD-CURR1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-DARE1,I_ILG-DARE1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-DMCC1,I_ILG-DMCC1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-DUEN1,I_ILG-DUEN1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-DUFE1,I_ILG_DUFE1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-DVAL1,I_ILG-DVAL1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-DVTD1,I_ILG-DVTD1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-EDFT1,I_ILG-EDFT1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-EDMK1,I_ILG-EDMK1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-EENG1,I_ILG-EENG1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-ELTR1,I_ILG-ELTR1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-ENBW1,I_ILG-ENBW1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-ENGM1,I_ILG-ENGM1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-ENSC1,I_ILG-ENSC1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-ENTC1,I_ILG-ENTC1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-EPCO1,I_ILG-EPCO1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-EWII1,I_ILG-EWII1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-EXXO1,I_ILG-EXX01,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-EZPD1,I_ILG-EZPD1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-FLEX1,I_ILG-FLEX1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-GENI1,I_ILG-GENI1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-GLEN1,I_ILG-GLEN1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-GNER1,I_ILG-GNER1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-GRMC1,I_ILG-GRMC1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-HART1,I_ILG-HART1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-HELI1,I_ILG-HELI1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-IMPT1,I_ILG-IMPT1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-INCM1,I_ILG-INCM1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-JWME1,I_ILG-JWME1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-MCRA1,I_ILG-MCRA1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-MFTE1,I_ILG-MFTE1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-NDPL1,I_ILG-NDPL1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-NEAS1,I_ILG-NEAS1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-NEHO1,I_ILG-NEHO1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-NITR1,I_ILG-NITR1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-NORL1,I_ILG-NORL1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-NTPL1,I_ILG-NTPL1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-OPMX1,I_ILG-OPMX1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-OUTL1,I_ILG-OUTL1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-PEAK1,I_ILG-PEAK1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-PETC1,I_ILG-PETC1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-PREP1,I_ILG-PREP1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-PWMR1,I_ILG-PWMR1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-QUAR1,I_ILG-QUAR1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-RESP1,I_ILG-RESP1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-RISQ1,I_ILG-RISQ1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-RWES1,I_ILG-RWES1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-SEFE1,I_ILG-SEFE1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-SETL1,I_ILG-SETL1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-SIRI1,I_ILG-SIRI1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-STGS1,I_ILG-STGS1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-TGPL1,I_ILG-TGPL1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-TRFD1,I_ILG-TRFD1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-TRFG1,I_ILD-TRFG1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-VOLT1,I_ILG-VOLT1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-VSAL1,I_ILG-VSAL1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILG-XNON1,I_ILG-XNON1,Primary BMU,INTELEC,INTERCONNECTOR,BMU,Generation Unit,,,
ILMEB-1,,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,Y,,
IMD-AIRL1,I_IMD-AIRL1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-AXPO1,I_IMD-AXPO1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-BDGS1,I_IMD-BDGS1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-BGSE1,I_IMD-BGSE1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-BRKF1,I_IMD-BRKF1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-CAPT1,I_IMD-CAPT1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-CNGS1,I_IMD-CNGS1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-DSKC1,I_IMD-DSKC1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-ECCA1,I_IMD-ECCA1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-EGEN1,I_IMD-EGEN1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-ELTR1,I_IMD-ELTR1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-ENGI1,I_IMD-ENGI1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-ERVA1,I_IMD-ERVA1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-ESBE1,I_IMD-ESBE1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-ESBI1,I_IMD-ESBI1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-ETSA1,I_IMD-ETSA1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-GAZP1,I_IMD-GAZP1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-GLTR1,I_IMD-GLTR1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-INCM1,I_IMD-INCM1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-LTFD1,I_IMD-LTFD1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-NSEN1,I_IMD-NSEN1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-PRNI1,I_IMD-PRNI1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-RWEM1,I_IMD-RWEM1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-RWES1,I_IMD-RWES1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-SEEL1,I_IMD-SEEL1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-SPEM1,I_IMD-SPEM1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-SSIR1,I_IMD-SSIR1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-SSTH1,I_IMD-SSTH1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-STAT1,I_IMD-STAT1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-TRLS1,I_IMD-TRLS1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMD-VESL1,I_IMD-VESL1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Demand Unit,,,
IMG-AIRL1,I_IMG-AIRL1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-AXPO1,I_IMG-AXPO1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-BDGS1,I_IMG-BDGS1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-BGSE1,I_IMG-BGSE1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-BRKF1,I_IMG-BRKF1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-CAPT1,I_IMG-CAPT1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-CNGS1,I_IMG-CNGS1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-DSKC1,I_IMG-DSKC1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-ECCA1,I_IMG-ECCA1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-EGEN1,I_IMG-EGEN1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-ELTR1,I_IMG-ELTR1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-ENGI1,I_IMG-ENGI1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-ERVA1,I_IMG-ERVA1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-ESBE1,I_IMG-ESBE1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-ESBI1,I_IMG-ESBI1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-ETSA1,I_IMG-ETSA1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-GAZP1,I_IMG-GAZP1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-GLTR1,I_IMG-GLTR1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-INCM1,I_IMG-INCM1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-LTFD1,I_IMG-LTFD1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-NSEN1,I_IMG-NSEN1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-PRNI1,I_IMG-PRNI1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-RWEM1,I_IMG-RWEM1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-RWES1,I_IMG-RWES1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-SEEL1,I_IMG-SEEL1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-SPEM1,I_IMG-SPEM1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-SSIR1,I_IMG-SSIR1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-SSTH1,I_IMG-SSTH1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-STAT1,I_IMG-STAT1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-TRLS1,I_IMG-TRLS1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
IMG-VESL1,I_IMG-VESL1,Primary BMU,INTIRL,INTERCONNECTOR,BMU,Generation Unit,,,
INAW-1,,Primary BMU,NPSHYD,NPSHYD,EELPS,Generation Unit,Y,,
IND-ALIP1,I_IND-ALIP1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-ALPE1,I_IND-ALPE1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-ARON1,I_IND-ARON1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-AROS1,I_IND-AROS1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-ARTH1,I_IND-ARTH1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-ATLS1,I_IND-ATLS1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-AXPO1,I_IND-AXPO1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-BAYW1,I_IND-BAYW1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-BDEN1,I_IND-BDEN1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-BKWE1,I_IND-BKWE1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-BPGM1,I_IND-BPGM1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-CACM1,I_IND-CACM1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-CBST1,I_IND-CBST1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-CCME1,I_IND-CCME1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-CENT1,I_IND-CENT1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-CEZC1,I_IND-CEZC1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-CFPE1,I_IND-CFPE1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-CNGS1,I_IND-CNGS1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-COMM1,I_IND-COMM1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-CONS1,I_IND-CONS1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-CONV1,I_IND-CONV1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-COPN1,I_IND-COPN1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-DARE1,I_IND-DARE1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-DMCC1,I_IND-DMCC1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-DSKC1,I_IND-DSKC1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-DUFE1,I_IND-DUFE1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-DVAL1,I_IND-DVAL1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-DVTD1,I_IND-DVTD1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-EDFT1,I_IND-EDFT1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-EDMK1,I_IND-EDMK1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-ELEE1,I_IND-ELEE1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-ELTR1,I_IND-ELTR1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-ENET1,I_IND-ENET1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-ENTC1,I_IND-ENTC1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-ENZL1,I_IND-ENZL1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-EPCO1,I_IND-EPOC1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-EWII1,I_IND-EWII1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-EZCO1,I_IND-EZCO1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-FLEX1,I_IND-FLEX1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-GASE1,I_IND-GASE1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-GAZP1,I_IND-GAZP1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-GENI1,I_IND-GENI1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-GLEN1,I_IND-GLEN1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-GRMC1,I_IND-GRMC1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-HART1,I_IND-HART1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-HELI1,I_IND-HELI1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-IDCE1,I_IND-IDCE1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-IDCT1,I_IND-IDCT1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-IMTC1,I_IND-IMCT1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-INCM1,I_IND-INCM1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-KCST1,I_IND-KCST1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-KVAS1,I_IND-KVAS1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-LMUS1,I_IND-LMUS1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-MCRA1,I_IND-MCRA1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-MFTE1,I_IND-MFTE1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-NDPL1,I_IND-NDPL1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-NEAS1,I_IND-NEAS1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-NEHO1,I_IND-NEHO1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-NEMO1,I_IND-NEMO1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-NITR1,I_IND-NITR1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-NORL1,I_IND-NORL1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-NTPL1,I_IND-NTPL1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-OMPX1,I_IND-OMPX1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-OPMX1,I_IND-OPMX1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-OUTL1,I_IND-OUTL1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-PWMR1,I_IND-PWMR1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
INDQ-1,T_INDQ-1,Primary BMU,CCGT,CCGT,BMU,Generation Unit,Y,,
INDQB-1,T_INDQB-1,Primary BMU,OTHER,BATTERIES,BMU,Bi-Directional,,,
IND-QUEN1,I_IND-QUEN1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-RESP1,I_IND-RESP1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-RISQ1,I_IND-RISQ1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-RWES1,I_IND-RWES1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-SCAL1,I_IND-SCAL1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-SECF1,I_IND-SECF1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-SETL1,I_IND-SETL1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-SIRI1,I_IND-SIRI1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-SMAR1,I_IND-SMAR1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-SSEG1,I_IND-SSEG1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-STAT1,I_IND-STAT1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-STGS1,I_IND-STGS1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-TGPL1,I_IND-TGPL1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-TRFD1,I_IND-TRFD1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-TRFG1,I_IND-TRFG1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-TRLS1,I_IND-TRLS1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-VOLT1,I_IND-VOLT1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-VSAL1,I_IND-VSAL1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-VTET1,I_IND-VTET1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
IND-XNON1,I_IND-XNON1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Demand Unit,,,
INGA-1,,Primary BMU,NPSHYD,NPSHYD,BMU,Generation Unit,,,
INGAD-1,T_INGAD-1,Primary BMU,OTHER,OTHER,BMU,Demand Unit,,,
ING-ALIP1,I_ING-ALIP1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-ALPE1,I_ING-ALPE1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-ARON1,I_ING-ARON1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-AROS1,I_ING-AROS1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-ARTH1,I_ING-ARTH1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-ATLS1,I_ING-ATLS1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-AXPO1,I_ING-AXPO1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-BAYW1,I_ING-BAYW1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-BDEN1,I_ING-BDEN1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-BKWE1,I_ING-BKWE1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-BPGM1,I_ING-BPGM1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-CACM1,I_ING-CACM1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-CBST1,I_ING-CBST1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-CCME1,I_ING-CCME1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-CENT1,I_ING-CENT1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-CEZC1,I_ING-CEZC1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-CFPE1,I_ING-CFPE1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-CNGS1,I_ING-CNGS1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-COMM1,I_ING-COMM1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-CONS1,I_ING-CONS1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-CONV1,I_ING-CONV1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-COPN1,I_ING-COPN1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-DARE1,I_ING-DARE1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-DMCC1,I_ING-DMCC1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-DSKC1,I_ING-DSKC1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-DUFE1,I_ING-DUFE1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-DVAL1,I_ING-DVAL1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
ING-DVTD1,I_ING-DVTD1,Primary BMU,INTNEM,INTERCONNECTOR,BMU,Generation Unit,,,
